1988,1,436950
1988,2,412579
1988,3,445080
1988,4,427325
1988,5,435916
1988,6,431299
1988,7,441118
1988,8,446769
1988,9,424075
1988,10,441670
1988,11,420861
1988,12,438454
1989,1,440022
1989,2,395176
1989,3,435181
1989,4,405604
1989,5,416160
1989,6,406293
1989,7,417166
1989,8,426085
1989,9,415068
1989,10,437134
1989,11,417821
1989,12,429490
1990,1,442700
1990,2,396926
1990,3,444320
1990,4,433420
1990,5,447371
1990,6,437395
1990,7,455057
1990,8,457886
1990,9,435638
1990,10,455047
1990,11,428781
1990,12,436352
1991,1,427264
1991,2,387120
1991,3,429314
1991,4,422196
1991,5,430116
1991,6,424589
1991,7,441122
1991,8,441583
1991,9,417757
1991,10,433382
1991,11,402937
1991,12,419545
1992,10,435690
1992,11,409266
