ABE,4672,5263
ABQ,4501,4323
ALB,10970,10576
ANC,974,967
ATL,34274,31992
AUS,6459,6234
BDL,15495,14643
BGR,391,1644
BHM,306,994
BNA,10761,10556
BOI,2412,2374
BOS,23627,23214
BTV,3672,3516
BUF,14657,14361
BWI,18338,17948
CAE,1363,1346
CAK,4983,4727
CHS,2244,1698
CID,1930,2510
CLE,20196,19695
CLT,16913,16898
CMH,15516,14989
COS,2673,2647
CRW,238,238
CVG,22727,21973
DAY,14662,14180
DCA,27207,27623
DEN,29511,30307
DFW,28432,29020
DSM,12816,13649
DTW,27990,29758
EGE,122,119
ELP,2803,2686
EWR,38268,36508
FAR,678,670
FLL,2899,2926
FSD,3083,2994
FWA,3196,2978
GEG,3134,2854
GRR,16913,16500
GSO,6196,6154
GUC,294,284
HDN,575,557
HNL,4931,3959
HOU,3548,3388
HPN,4034,4114
HSV,3425,2729
HVN,826,539
IAD,11186,11324
IAH,18526,18317
ICT,4774,4696
IDA,283,1
IND,15247,14649
ISP,3991,3806
JAC,105,377
JAN,176,175
JAX,2323,2271
JFK,4689,4727
KOA,,4
LAS,14192,13832
LAX,28735,26732
LEX,540,546
LGA,42537,41395
LGB,3344,3175
LIT,720,715
LNK,4483,4290
MBS,5625,5579
MCI,14410,15494
MCO,10832,10780
MDT,9741,8887
MEM,11893,12022
MHT,3671,3617
MIA,10657,10550
MKE,17184,16699
MLB,,1
MSN,9218,9021
MSP,41924,41660
MSY,7040,7055
OAK,5998,5755
OGG,,520
OKC,7833,7531
OMA,12687,13013
ONT,10857,10632
ORD,1,1
ORF,5239,5139
PBI,1985,2006
PDX,10525,10460
PHL,20984,20412
PHX,18439,18236
PIA,145,138
PIT,24066,23753
PSP,2179,2098
PVD,10208,9752
PWM,4393,3213
RDU,12513,11243
RIC,5291,5298
RNO,1726,1908
ROA,351,397
ROC,13723,13463
RST,4809,4587
RSW,2251,2153
SAN,13799,13308
SAT,6543,6220
SAV,462,1007
SBA,,119
SDF,6700,6629
SEA,17587,17860
SFO,22474,22115
SGF,664,648
SJC,11161,10073
SJU,2829,2685
SLC,15136,13757
SMF,9167,8116
SNA,8562,8875
SPI,142,140
SRQ,1057,1200
STL,30064,30136
SUX,894,245
SWF,2826,2565
SYR,11909,11508
TPA,5359,5286
TUL,8417,8230
TUS,3953,4034
TYS,2974,2953
