BQN,-8.43,7.31
LFT,-1.69,17.81
PMD,-1.51,13.84
ATW,-0.64,19.27
MOT,-0.31,21.09
RFD,0.00,
MKC,0.00,
KSM,0.83,6.18
EFD,0.93,13.81
PFN,1.21,19.76
PUB,1.64,16.84
GJT,1.66,21.32
SPI,1.99,21.78
MFE,2.05,20.93
ROP,2.30,22.55
BIS,2.45,20.46
LSE,2.46,20.03
CPR,2.62,12.52
CCR,2.67,15.88
SCK,2.68,19.27
EAU,2.79,15.62
DLH,2.81,20.96
GPT,2.86,19.10
YUM,2.97,13.70
YKM,2.99,16.80
TVL,3.01,17.04
RDU,3.05,20.74
KOA,3.10,21.57
BNA,3.37,19.99
SJC,3.37,18.70
PIE,3.47,20.01
BUR,3.49,17.41
MSO,3.50,21.52
FLG,3.55,13.96
VPS,3.64,18.94
GRB,3.64,20.74
GTF,3.78,18.24
MEM,3.81,19.14
BIL,3.82,19.30
DAL,3.86,17.56
BFL,4.00,22.75
OGG,4.14,26.16
LIH,4.21,25.01
COS,4.22,20.68
IAD,4.29,23.50
GCN,4.29,12.65
HRL,4.35,20.39
RAP,4.43,21.32
HTS,4.44,17.76
LAN,4.47,21.71
SPN,4.52,23.55
BZN,4.53,20.51
OAK,4.54,19.31
MAF,4.57,19.30
MSP,4.58,23.16
BRW,4.59,15.15
DTW,4.61,23.45
ISO,4.61,17.39
SNA,4.61,19.16
CHO,4.62,19.85
CHA,4.67,18.14
GUM,4.72,49.45
CRP,4.75,21.78
SJU,4.76,27.09
HSV,4.77,22.36
ICT,4.81,22.58
PIA,4.89,21.92
BTM,4.89,19.92
AUS,4.90,21.34
ORH,4.91,20.06
SGF,4.92,23.80
GFK,4.96,20.45
STX,4.96,30.01
BLI,5.04,16.47
PNS,5.15,21.44
MLI,5.23,19.38
AZO,5.26,19.46
MSN,5.26,23.76
JAC,5.28,27.37
MKE,5.32,23.39
GSP,5.35,21.36
LBB,5.35,19.85
SMF,5.36,20.78
STL,5.38,23.00
STT,5.41,33.04
BHM,5.43,20.45
ONT,5.44,20.86
FAR,5.47,24.19
HOU,5.51,20.57
APF,5.52,11.63
ELP,5.52,20.22
SBN,5.53,19.23
UCA,5.56,22.31
MRY,5.56,20.05
MOB,5.58,21.79
SLC,5.59,20.29
HNL,5.60,33.30
SAT,5.63,22.13
FSD,5.65,22.28
DCA,5.65,20.91
TLH,5.65,20.30
MDW,5.66,23.26
LAS,5.67,20.35
OMA,5.68,22.56
OKC,5.71,21.40
SUX,5.74,24.12
HLN,5.75,15.27
BGM,5.79,17.34
TUL,5.81,21.73
ABQ,5.81,20.16
PHX,5.82,20.99
AMA,5.89,21.88
IDA,5.89,18.75
MLB,5.92,24.42
JAN,5.93,21.25
BTR,5.95,22.28
DRO,5.95,16.33
SAV,5.98,21.63
DFW,5.99,23.28
PHF,6.00,17.69
RST,6.02,22.22
MCI,6.02,23.21
TTN,6.02,16.04
FAT,6.02,20.99
CVG,6.05,20.02
IND,6.13,22.61
PSP,6.14,21.71
RNO,6.15,20.73
CLE,6.16,22.83
EYW,6.17,18.32
TRI,6.20,19.65
CID,6.20,20.74
MIA,6.23,26.54
SRQ,6.25,23.81
IAH,6.27,23.61
ITH,6.32,15.73
ALO,6.32,12.71
DET,6.33,21.04
LGB,6.33,19.24
DSM,6.34,22.87
ABE,6.37,21.15
ILM,6.37,21.37
LIT,6.39,22.11
FWA,6.40,23.70
HPN,6.44,22.13
TUS,6.46,21.84
BTV,6.47,24.57
DAY,6.48,20.70
CMH,6.52,23.55
SBA,6.54,24.11
TVC,6.56,26.39
OAJ,6.57,20.07
SDF,6.59,22.13
LAX,6.59,24.63
SYR,6.60,23.23
GNV,6.62,20.99
PVD,6.62,24.04
PDX,6.63,22.73
CLT,6.63,20.60
MBS,6.63,23.20
MSY,6.67,23.46
ACY,6.70,17.32
BDL,6.70,23.88
CAK,6.73,24.18
TPA,6.74,24.84
DAB,6.74,23.64
ATL,6.75,23.68
ISP,6.77,21.06
TYS,6.78,20.45
MHT,6.86,23.64
BWI,6.86,22.31
CHS,6.87,22.06
LEX,6.91,21.28
SAN,6.93,22.30
CRW,6.94,19.33
MYR,6.95,19.26
MGM,6.97,20.26
PIT,6.99,21.25
EVV,7.00,19.36
CWA,7.02,26.38
TOL,7.03,19.01
SHV,7.07,20.87
MDT,7.07,22.82
ORF,7.07,24.02
MCO,7.09,24.43
GEG,7.17,21.89
LNK,7.23,24.58
BOI,7.26,22.73
RDM,7.28,19.16
ELM,7.30,17.56
AVP,7.30,22.17
BUF,7.31,24.09
EGE,7.32,20.16
ROA,7.32,20.88
ROC,7.39,23.76
DEN,7.44,27.02
PWM,7.47,24.78
OME,7.47,22.51
RSW,7.51,25.10
RIC,7.53,23.03
FCA,7.53,21.10
JAX,7.55,23.83
BOS,7.56,27.50
JFK,7.58,29.91
AGS,7.60,19.14
GSO,7.63,24.21
WRG,7.64,25.47
GRR,7.64,23.24
PSC,7.70,20.28
FLL,7.70,25.96
SWF,7.72,24.01
SEA,7.72,24.88
PBI,7.73,26.56
CAE,7.79,23.09
FAY,7.81,21.95
LYH,7.82,19.31
CMI,7.84,17.35
ORD,7.86,28.73
CSG,7.91,18.86
OTZ,8.00,21.91
BET,8.03,22.40
PHL,8.05,24.80
ALB,8.10,22.85
AVL,8.40,22.15
HDN,8.42,35.66
EUG,8.61,25.71
LGA,8.62,28.53
FNT,8.63,20.30
JNU,8.66,28.52
ANI,8.68,15.75
HVN,8.81,30.79
MFR,8.84,23.73
DLG,8.84,8.78
SCC,9.00,25.27
AKN,9.00,11.35
PSG,9.01,26.61
MLU,9.02,24.39
ANC,9.30,25.03
GUC,9.38,26.47
EWR,9.41,29.48
SFO,9.56,28.28
SIT,9.65,26.99
YAK,9.72,28.83
KTN,9.88,29.15
ROR,9.90,47.30
BGR,9.93,24.46
ERI,10.04,19.86
FAI,10.49,22.02
CDV,10.60,28.47
GST,11.24,26.01
SUN,14.69,21.15
ADQ,14.73,32.13
YAP,17.35,73.76
PSE,30.53,46.46
ACV,31.67,36.51
RDD,34.61,38.28
