"Chicago, IL",119
"Atlanta, GA",104
"Dallas/Fort Worth, TX",100
"Pittsburgh, PA",95
"Denver, CO",93
"Charlotte, NC",90
"Minneapolis, MN",80
"St. Louis, MO",79
"Detroit, MI",74
"Baltimore, MD",74
