1988,1,436950
1988,2,412579
1988,3,445080
1988,4,427325
1988,5,435916
1988,6,431299
1988,7,441118
1988,8,446769
1988,9,424075
1988,10,441670
1988,11,420861
1988,12,438454
1989,1,440022
1989,2,395176
1989,3,435181
1989,4,405604
1989,5,416160
1989,6,406293
1989,7,417166
1989,8,426085
1989,9,415068
1989,10,437134
1989,11,417821
1989,12,429490
1990,1,442700
1990,2,396926
1990,3,444320
1990,4,433420
1990,5,447371
1990,6,437395
1990,7,455057
1990,8,457886
1990,9,435638
1990,10,455047
1990,11,428781
1990,12,436352
1991,1,427264
1991,2,387120
1991,3,429314
1991,4,422196
1991,5,430116
1991,6,424589
1991,7,441122
1991,8,441583
1991,9,417757
1991,10,433382
1991,11,402937
1991,12,419545
1992,1,425458
1992,2,396469
1992,3,426851
1992,4,416271
1992,5,425558
1992,6,425510
1992,7,440210
1992,8,442131
1992,9,422574
1992,10,435690
1992,11,409266
1992,12,426169
1993,1,422755
1993,2,383950
1993,3,432980
1993,4,420051
1993,5,430185
1993,6,424599
1993,7,436269
1993,8,441745
1993,9,416357
1993,10,428476
1993,11,407900
1993,12,425234
1994,1,423861
1994,2,386954
1994,3,435516
1994,4,420995
1994,5,436432
1994,6,426490
1994,7,443736
1994,8,451086
1994,9,430861
1994,10,449369
1994,11,428227
1994,12,446521
1995,1,464933
1995,2,418312
1995,3,461503
1995,4,441074
1995,5,448341
1995,6,439423
1995,7,449856
1995,8,457423
1995,9,429774
1995,10,448017
1995,11,427091
1995,12,441688
1996,1,447224
1996,2,420265
1996,3,449569
1996,4,436007
1996,5,448923
1996,6,443311
1996,7,458376
1996,8,462294
1996,9,438352
1996,10,456577
1996,11,435088
1996,12,455997
1997,1,459123
1997,2,415656
1997,3,460986
1997,4,447294
1997,5,457361
1997,6,450737
1997,7,466771
1997,8,466608
1997,9,444431
1997,10,459247
1997,11,432725
1997,12,450904
1998,1,452001
1998,2,412832
1998,3,459703
1998,4,442644
1998,5,449293
1998,6,446427
1998,7,462429
1998,8,465910
1998,9,443901
1998,10,457954
1998,11,436528
1998,12,455099
1999,1,453814
1999,2,417627
1999,3,466267
1999,4,450620
1999,5,462054
1999,6,460467
1999,7,474047
1999,8,479549
1999,9,460251
1999,10,478294
1999,11,454950
1999,12,469944
2000,1,470477
2000,2,444499
2000,3,482944
2000,4,463263
2000,5,478909
2000,6,471100
2000,7,483342
2000,8,491366
2000,9,463097
2000,10,485761
2000,11,467251
2000,12,481038
2001,1,529940
2001,2,477824
2001,3,531119
2001,4,514187
2001,5,529940
2001,6,520230
2001,7,538440
2001,8,544351
2001,9,490698
2001,10,443796
2001,11,417386
2001,12,429869
2002,1,436336
2002,2,399535
2002,3,447896
2002,4,438141
2002,5,450046
2002,6,448333
2002,7,465573
2002,8,466764
2002,9,429996
2002,10,446590
2002,11,415024
2002,12,427125
2003,1,552109
2003,2,500206
2003,3,559342
2003,4,527302
2003,5,533782
2003,6,536496
2003,7,558568
2003,8,556984
2003,9,527714
2003,10,552370
2003,11,528171
2003,12,555495
2004,1,583987
2004,2,553876
2004,3,601412
2004,4,582970
2004,5,594457
2004,6,588792
2004,7,614166
2004,8,623107
2004,9,585125
2004,10,610037
2004,11,584610
2004,12,606731
2005,1,594924
2005,2,545332
2005,3,617539
2005,4,594492
2005,5,614802
2005,6,609195
2005,7,627961
2005,8,630904
2005,9,574253
2005,10,592710
2005,11,566138
2005,12,572343
2006,1,581287
2006,2,531247
2006,3,605217
2006,4,585351
2006,5,602919
2006,6,598315
2006,7,621244
2006,8,628732
2006,9,584937
2006,10,611718
2006,11,586197
2006,12,604758
2007,1,621559
2007,2,565604
2007,3,639209
2007,4,614648
2007,5,631609
2007,6,629280
2007,7,648560
2007,8,653279
2007,9,600187
2007,10,629992
2007,11,605149
2007,12,616382
2008,1,605765
2008,2,569236
2008,3,616090
2008,4,598126
2008,5,606293
2008,6,608665
2008,7,627931
2008,8,612279
2008,9,540908
2008,10,556205
2008,11,523272
2008,12,544956
2009,1,532339
2009,2,488410
2009,3,557422
2009,4,537793
2009,5,546832
2009,6,557594
2009,7,580134
2009,8,568301
2009,9,510852
2009,10,531799
2009,11,509540
2009,12,529269
2010,1,521809
2010,2,483270
2010,3,549262
2010,4,529330
2010,5,542747
2010,6,551687
2010,7,570788
2010,8,569217
2010,9,526107
2010,10,545519
2010,11,520999
2010,12,539382
2011,1,494400
2011,2,455516
2011,3,526687
2011,4,507024
2011,5,520612
2011,6,528588
2011,7,547219
2011,8,541442
2011,9,487468
2011,10,504397
2011,11,478040
2011,12,493888
2012,1,486133
2012,2,464826
2012,3,521628
2012,4,505218
2012,5,518423
2012,6,526933
2012,7,545131
2012,8,540793
2012,9,490199
2012,10,515254
2012,11,488006
2012,12,494218
2013,1,509519
2013,2,469746
2013,3,552312
2013,4,536393
2013,5,548642
2013,6,552141
2013,7,571623
2013,8,562921
2013,9,510806
2013,10,535344
2013,11,503296
2013,12,516739
2014,1,471949
2014,2,430602
2014,3,503758
