0,ABE,ORD,UA,false
0,ABI,DFW,EV,false
0,ABQ,ATL,DL,false
0,ABQ,DEN,UA,false
0,ABQ,DFW,AA,false
0,ABQ,LAS,HP,false
0,ABQ,MCI,AA,false
0,ABQ,ORD,AA,false
0,ACK,LGA,AA,false
0,AGS,ATL,EV,false
0,AGS,CAE,DL,false
0,AGS,CAE,EV,false
0,AGS,SAV,DL,false
0,ALB,BDL,AA,false
0,ALB,BTV,DH,false
0,ALB,DTW,AA,false
0,ALB,ORD,AA,false
0,ALB,ORD,UA,false
0,ALB,PVD,AA,false
0,ALB,RDU,AA,false
0,AMA,DFW,AA,false
0,AMA,SLC,AA,false
0,ANC,DEN,AS,false
0,ANC,DEN,UA,false
0,ANC,DTW,NW,false
0,ANC,FAI,AS,false
0,ANC,FAI,DL,false
0,ANC,FAI,UA,false
0,ANC,LAS,AS,false
0,ANC,LAX,AS,false
0,ANC,MSP,NW,false
0,ANC,ORD,UA,false
0,ANC,PDX,AS,false
0,ANC,PDX,TW,false
0,ANC,PHX,AS,false
0,ANC,PHX,US,false
0,ANC,SEA,AA,false
0,ANC,SEA,AS,false
0,ANC,SEA,B6,false
0,ANC,SEA,CO,false
0,ANC,SEA,DL,false
0,ANC,SEA,HP,false
0,ANC,SEA,NW,false
0,ANC,SEA,UA,false
0,ANC,SFO,AS,false
0,ANC,SFO,UA,false
0,ANC,SFO,VX,false
0,ANC,SLC,DL,false
0,ATL,DEN,UA,false
0,ATL,DFW,AA,false
0,ATL,DSM,EV,false
0,ATL,IAD,UA,false
0,ATL,JFK,EV,false
0,ATL,MCO,OH,false
0,ATL,MIA,AA,false
0,ATL,MIA,UA,false
0,ATL,ORD,AA,false
0,ATL,ORD,UA,false
0,ATL,SFO,UA,false
0,ATW,MKE,OO,false
0,AUS,BNA,AA,false
0,AUS,BOS,AA,false
0,AUS,DAL,AA,false
0,AUS,DEN,UA,false
0,AUS,DFW,AA,false
0,AUS,DFW,EV,false
0,AUS,HOU,AA,false
0,AUS,IAD,UA,false
0,AUS,LAX,AA,false
0,AUS,MIA,AA,false
0,AUS,ORD,AA,false
0,AUS,ORD,UA,false
0,AUS,SAT,AA,false
0,AUS,SFO,UA,false
0,AUS,SJC,AA,false
0,AVL,TRI,EV,false
0,BDL,ALB,AA,false
0,BDL,BOS,AA,false
0,BDL,DEN,UA,false
0,BDL,DFW,AA,false
0,BDL,IAD,UA,false
0,BDL,ISP,AA,false
0,BDL,LAX,AA,false
0,BDL,MIA,AA,false
0,BDL,ORD,AA,false
0,BDL,ORD,UA,false
