"Atlanta, GA",199
"Chicago, IL",188
"Dallas/Fort Worth, TX",175
"Minneapolis, MN",150
"Denver, CO",148
"Cincinnati, OH",140
"Detroit, MI",136
"Houston, TX",135
"New York, NY",131
"Salt Lake City, UT",124
