MIA,147.60,142.80,EYW,76.40,78.80,ATL
TPA,147.50,182.50,FLL,278.00,283.00,DCA
TPA,147.50,182.50,FLL,190.50,230.50,LAX
TPA,147.50,182.50,FLL,147.00,140.00,ISP
TPA,147.50,182.50,FLL,137.00,163.00,BNA
TPA,147.50,182.50,FLL,130.00,176.00,SWF
TPA,147.50,182.50,FLL,79.00,183.00,IAD
TPA,147.50,182.50,FLL,63.00,167.00,IAH
TPA,147.50,182.50,FLL,46.00,141.00,ORD
TPA,147.50,182.50,FLL,28.00,133.00,HPN
PHL,147.50,126.00,DEN,158.00,171.50,ABQ
PHL,147.50,126.00,DEN,144.00,160.00,CPR
PHL,147.50,126.00,DEN,142.00,134.00,MTJ
PHL,147.50,126.00,DEN,110.00,118.00,IDA
PHL,147.50,126.00,DEN,88.00,70.00,AUS
PHL,147.50,126.00,DEN,83.50,92.00,BOI
PHL,147.50,126.00,DEN,71.00,75.00,OKC
PHL,147.50,126.00,DEN,65.00,52.00,SAT
PHL,147.50,126.00,DEN,60.00,57.00,MSP
PHL,147.50,126.00,DEN,49.00,52.00,SMF
PHL,147.50,126.00,DEN,39.00,34.00,COS
PHL,147.50,126.00,DEN,30.00,33.00,GJT
PHL,147.50,126.00,DEN,28.00,16.00,LIT
PHL,147.50,126.00,DEN,26.00,42.00,RKS
PHL,147.50,126.00,DEN,25.00,50.00,RAP
PHL,147.50,126.00,DEN,22.00,20.00,IAH
PHL,147.50,126.00,DEN,21.00,19.00,TUS
CHS,147.33,158.42,ATL,112.00,108.58,AVL
CHS,147.33,158.42,ATL,86.58,70.25,SDF
CHS,147.33,158.42,ATL,81.50,70.75,GPT
CHS,147.33,158.42,ATL,79.58,71.67,OMA
CHS,147.33,158.42,ATL,77.33,69.00,HSV
CHS,147.33,158.42,ATL,75.83,49.25,PHL
CHS,147.33,158.42,ATL,71.58,68.33,CHA
CHS,147.33,158.42,ATL,71.00,67.92,EVV
CHS,147.33,158.42,ATL,58.67,53.00,GNV
CHS,147.33,158.42,ATL,43.83,24.50,SYR
CHS,147.33,158.42,ATL,38.42,20.33,ORF
CAK,147.33,155.67,ATL,91.44,90.89,VPS
CAK,147.33,155.67,ATL,37.11,29.44,BWI
CAK,147.33,155.67,ATL,35.56,38.78,LAS
CHS,147.32,160.09,ATL,50.95,63.77,HOU
CHS,147.18,159.12,ATL,109.80,106.90,MSY
PHL,147.00,158.00,PBI,120.75,140.00,LGA
PHL,147.00,158.00,PBI,39.25,52.25,JFK
MCI,147.00,156.50,DEN,181.00,166.00,BHM
MCI,147.00,156.50,DEN,154.00,153.00,SHV
MCI,147.00,156.50,DEN,100.00,90.00,HSV
MCI,147.00,156.50,DEN,88.00,78.00,MSO
MCI,147.00,156.50,DEN,56.00,63.00,FSD
MCI,147.00,156.50,DEN,41.00,38.00,HDN
MCI,147.00,156.50,DEN,33.00,30.00,MLI
MCI,147.00,156.50,DEN,25.00,61.00,CLT
GRR,147.00,150.00,TPA,219.00,206.50,MDW
GRR,147.00,150.00,TPA,218.00,227.00,HOU
GRR,147.00,150.00,TPA,201.50,189.00,BWI
GRR,147.00,150.00,TPA,193.00,173.00,FNT
GRR,147.00,150.00,TPA,154.00,141.00,JFK
GRR,147.00,150.00,TPA,152.00,153.00,FLL
GRR,147.00,150.00,TPA,140.00,133.00,CAK
GRR,147.00,150.00,TPA,130.00,112.00,PHL
GRR,147.00,150.00,TPA,104.00,86.00,ISP
GRR,147.00,150.00,TPA,76.00,90.00,MSY
GRR,147.00,150.00,TPA,73.00,66.00,IAD
GRR,147.00,150.00,TPA,67.00,78.00,MIA
GRR,147.00,150.00,TPA,67.00,53.00,ORF
GRR,147.00,150.00,TPA,65.00,43.00,PVD
GRR,147.00,150.00,TPA,64.00,57.00,BNA
GRR,147.00,150.00,TPA,63.00,50.00,PIT
GRR,147.00,150.00,TPA,60.00,50.00,CMH
GRR,147.00,150.00,TPA,43.00,55.00,STL
GRR,147.00,150.00,TPA,39.00,32.00,BOS
GRR,147.00,150.00,TPA,39.00,23.00,DCA
GRR,147.00,150.00,TPA,38.00,20.00,ROC
GRR,147.00,150.00,TPA,37.00,46.00,BHM
GRR,147.00,150.00,TPA,27.00,16.00,SJU
GRR,147.00,150.00,TPA,22.00,24.00,LAX
GRR,147.00,150.00,TPA,22.00,21.00,ATL
GRR,147.00,150.00,TPA,16.00,18.00,DEN
CHS,146.90,159.29,ATL,64.71,42.24,EWR
CHS,146.79,157.32,ATL,120.00,95.16,ROC
CHS,146.79,157.32,ATL,110.00,92.37,CAK
CHS,146.67,135.67,ORD,149.00,149.00,ABE
CHS,146.67,135.67,ORD,130.50,99.00,SEA
CHS,146.67,135.67,ORD,87.00,58.00,LAS
CHS,146.67,135.67,ORD,82.00,50.00,BZN
CHS,146.67,135.67,ORD,81.00,70.50,LAX
CHS,146.67,135.67,ORD,62.50,57.50,MCI
CHS,146.67,135.67,ORD,59.00,68.00,MHT
CHS,146.67,135.67,ORD,42.00,86.00,AZO
CHS,146.67,135.67,ORD,41.00,30.00,FAR
CHS,146.67,135.67,ORD,40.00,22.00,SLC
CHS,146.67,135.67,ORD,33.00,31.00,TVC
CHS,146.67,135.67,ORD,28.00,17.00,SMF
CHS,146.67,135.67,ORD,27.00,29.00,BWI
CHS,146.67,135.67,ORD,26.00,64.00,MDT
CHS,146.67,135.67,ORD,24.00,24.50,BDL
CHS,146.67,135.67,ORD,19.00,25.00,PVD
CHS,146.54,158.62,ATL,61.23,65.91,FLL
CHS,146.54,156.81,ATL,55.85,33.50,MSP
CHS,146.54,156.81,ATL,40.23,33.54,TYS
CHS,146.54,156.81,ATL,40.04,31.31,BWI
DCA,146.50,158.00,EWR,227.00,218.00,OKC
DCA,146.50,158.00,EWR,194.00,176.00,CVG
DCA,146.50,158.00,EWR,179.00,163.00,SAT
DCA,146.50,158.00,EWR,133.00,132.00,TYS
DCA,146.50,158.00,EWR,76.00,54.00,DSM
DCA,146.50,158.00,EWR,71.00,82.00,CHS
DCA,146.50,158.00,EWR,69.00,67.00,IAD
DCA,146.50,158.00,EWR,39.00,27.00,SJU
DCA,146.50,158.00,EWR,38.00,18.00,SAN
DCA,146.50,158.00,EWR,24.00,24.00,AUS
MCO,146.50,155.50,STL,181.00,188.00,LAS
MCO,146.50,155.50,STL,90.00,104.00,MSY
MCO,146.50,155.50,STL,78.00,84.00,SFO
MCO,146.50,155.50,STL,71.00,79.00,BHM
MCO,146.50,155.50,STL,61.00,112.00,ATL
MCO,146.50,155.50,STL,57.00,85.00,SDF
MCO,146.50,155.50,STL,51.00,62.00,MCO
MCO,146.50,155.50,STL,45.00,58.00,RDU
MCO,146.50,155.50,STL,38.00,63.00,CMH
MCO,146.50,155.50,STL,27.00,85.00,DFW
MCO,146.50,155.50,STL,21.00,49.00,ORD
MCO,146.50,155.50,STL,21.00,48.00,LGA
MCO,146.50,155.50,STL,18.00,60.00,DEN
CHS,146.46,158.21,ATL,81.58,65.42,CLE
JFK,146.33,160.22,MIA,90.56,108.89,JFK
JFK,146.33,160.22,MIA,78.44,102.22,BOS
CHS,146.18,135.09,ORD,46.64,41.91,EWR
RDU,146.13,148.75,ATL,54.00,32.13,MSP
RDU,146.13,148.75,ATL,46.75,38.63,MEM
CHS,146.04,157.39,ATL,64.57,58.00,STL
CHS,146.00,156.93,ATL,85.37,83.97,VPS
BNA,146.00,155.00,DEN,98.00,106.75,MEM
BNA,146.00,155.00,DEN,30.75,25.00,AMA
EWR,146.00,149.00,DCA,267.00,298.00,ATL
EWR,146.00,149.00,DCA,193.00,177.00,DTW
EWR,146.00,149.00,DCA,82.00,76.00,CLT
EWR,146.00,149.00,DCA,76.00,94.00,TPA
GTR,146.00,139.00,ATL,194.00,203.00,DAL
GTR,146.00,139.00,ATL,168.25,161.75,MSY
GTR,146.00,139.00,ATL,165.00,147.00,FNT
GTR,146.00,139.00,ATL,156.00,152.00,BMI
GTR,146.00,139.00,ATL,155.00,175.00,COS
GTR,146.00,139.00,ATL,155.00,153.00,MIA
GTR,146.00,139.00,ATL,154.00,144.50,CAE
GTR,146.00,139.00,ATL,147.50,119.50,ROC
GTR,146.00,139.00,ATL,147.00,139.00,AVL
GTR,146.00,139.00,ATL,129.00,124.20,TPA
GTR,146.00,139.00,ATL,127.50,110.00,CAK
GTR,146.00,139.00,ATL,121.00,121.00,GTR
GTR,146.00,139.00,ATL,114.00,107.00,RIC
GTR,146.00,139.00,ATL,112.00,94.00,SDF
GTR,146.00,139.00,ATL,108.50,117.00,MCI
GTR,146.00,139.00,ATL,108.00,111.00,ABY
GTR,146.00,139.00,ATL,105.00,90.00,OMA
GTR,146.00,139.00,ATL,103.00,96.00,CSG
GTR,146.00,139.00,ATL,102.00,100.00,CHA
GTR,146.00,139.00,ATL,101.00,100.00,EVV
GTR,146.00,139.00,ATL,99.00,82.00,CLE
GTR,146.00,139.00,ATL,94.67,79.67,RDU
GTR,146.00,139.00,ATL,93.50,93.50,ICT
GTR,146.00,139.00,ATL,92.50,58.00,PHL
GTR,146.00,139.00,ATL,91.33,88.33,VPS
GTR,146.00,139.00,ATL,89.00,88.00,CHS
GTR,146.00,139.00,ATL,89.00,79.00,HSV
GTR,146.00,139.00,ATL,87.00,80.50,IAD
GTR,146.00,139.00,ATL,86.50,66.50,MKE
GTR,146.00,139.00,ATL,81.50,79.00,AEX
GTR,146.00,139.00,ATL,81.00,76.00,MGM
GTR,146.00,139.00,ATL,80.00,69.00,AGS
GTR,146.00,139.00,ATL,78.67,69.50,MCO
GTR,146.00,139.00,ATL,77.33,60.67,LGA
GTR,146.00,139.00,ATL,77.00,76.00,BQK
GTR,146.00,139.00,ATL,76.33,80.33,DFW
GTR,146.00,139.00,ATL,75.33,73.67,DEN
GTR,146.00,139.00,ATL,73.00,65.00,JAX
GTR,146.00,139.00,ATL,72.86,69.86,FLL
GTR,146.00,139.00,ATL,72.00,63.00,CLT
GTR,146.00,139.00,ATL,70.50,73.50,BTR
GTR,146.00,139.00,ATL,67.00,42.00,BOS
GTR,146.00,139.00,ATL,64.67,70.33,RSW
GTR,146.00,139.00,ATL,64.00,65.50,SAT
GTR,146.00,139.00,ATL,64.00,56.00,LEX
GTR,146.00,139.00,ATL,64.00,52.00,GPT
GTR,146.00,139.00,ATL,62.00,65.00,SNA
GTR,146.00,139.00,ATL,60.67,65.67,AUS
GTR,146.00,139.00,ATL,60.00,67.00,FSM
GTR,146.00,139.00,ATL,59.00,41.00,MDT
GTR,146.00,139.00,ATL,58.67,36.00,MSP
GTR,146.00,139.00,ATL,58.00,70.00,SLC
GTR,146.00,139.00,ATL,54.00,64.00,SRQ
GTR,146.00,139.00,ATL,53.00,35.33,DCA
GTR,146.00,139.00,ATL,53.00,27.00,SYR
GTR,146.00,139.00,ATL,50.00,65.00,TUL
GTR,146.00,139.00,ATL,49.00,29.00,ORD
GTR,146.00,139.00,ATL,49.00,25.00,MDW
GTR,146.00,139.00,ATL,48.00,33.00,GRR
GTR,146.00,139.00,ATL,47.00,58.00,DHN
GTR,146.00,139.00,ATL,47.00,36.00,STL
GTR,146.00,139.00,ATL,47.00,26.00,JFK
GTR,146.00,139.00,ATL,46.67,39.00,MEM
GTR,146.00,139.00,ATL,45.00,44.00,JAN
GTR,146.00,139.00,ATL,43.00,32.00,CMH
GTR,146.00,139.00,ATL,42.67,35.33,TYS
GTR,146.00,139.00,ATL,42.00,33.00,GNV
GTR,146.00,139.00,ATL,41.00,34.00,EYW
GTR,146.00,139.00,ATL,41.00,22.00,EWR
GTR,146.00,139.00,ATL,41.00,21.50,PIT
GTR,146.00,139.00,ATL,40.00,44.00,SFO
GTR,146.00,139.00,ATL,39.00,50.00,LAX
GTR,146.00,139.00,ATL,39.00,45.67,IAH
GTR,146.00,139.00,ATL,39.00,44.00,SHV
GTR,146.00,139.00,ATL,38.00,50.50,PHX
GTR,146.00,139.00,ATL,38.00,36.00,EWN
GTR,146.00,139.00,ATL,38.00,17.00,ORF
GTR,146.00,139.00,ATL,37.00,44.00,SAN
GTR,146.00,139.00,ATL,36.00,29.00,BWI
GTR,146.00,139.00,ATL,35.00,42.00,HOU
GTR,146.00,139.00,ATL,33.67,29.00,PBI
GTR,146.00,139.00,ATL,33.00,33.67,LAS
GTR,146.00,139.00,ATL,33.00,30.00,SJU
GTR,146.00,139.00,ATL,32.00,50.00,MOB
GTR,146.00,139.00,ATL,32.00,45.00,XNA
GTR,146.00,139.00,ATL,30.00,20.50,FAY
GTR,146.00,139.00,ATL,30.00,20.00,BDL
GTR,146.00,139.00,ATL,28.50,23.00,TLH
GTR,146.00,139.00,ATL,27.00,20.00,BHM
GTR,146.00,139.00,ATL,27.00,19.00,ROA
GTR,146.00,139.00,ATL,25.00,16.00,MYR
GTR,146.00,139.00,ATL,24.00,24.00,ECP
GTR,146.00,139.00,ATL,22.00,32.00,SAV
GTR,146.00,139.00,ATL,22.00,30.50,LIT
GTR,146.00,139.00,ATL,21.00,17.00,DAB
GTR,146.00,139.00,ATL,18.00,17.00,SJC
GTR,146.00,139.00,ATL,17.00,21.00,MLI
MDW,146.00,136.25,MCI,213.00,201.00,DAL
CHS,146.00,134.88,ORD,92.88,87.88,ATW
CHS,146.00,134.88,ORD,87.50,91.13,LIT
CHS,146.00,134.88,ORD,48.00,45.25,BUF
CHS,145.86,155.43,ATL,194.00,203.00,DAL
CHS,145.86,155.43,ATL,165.00,147.00,FNT
CHS,145.86,155.43,ATL,156.00,152.00,BMI
CHS,145.86,155.43,ATL,81.00,76.00,MGM
CHS,145.86,155.43,ATL,53.00,35.33,DCA
CHS,145.86,155.43,ATL,48.00,33.00,GRR
CHS,145.86,155.43,ATL,47.00,26.00,JFK
CHS,145.86,155.43,ATL,43.00,32.00,CMH
CHS,145.86,155.43,ATL,41.00,21.50,PIT
CHS,145.86,155.43,ATL,38.00,36.00,EWN
CHS,145.86,155.43,ATL,37.00,44.00,SAN
CHS,145.86,155.43,ATL,27.00,19.00,ROA
CHS,145.86,155.43,ATL,25.00,16.00,MYR
CHS,145.86,155.43,ATL,17.00,21.00,MLI
CAE,145.71,153.43,ATL,63.14,70.29,SRQ
CHS,145.60,134.40,ORD,58.20,64.00,OKC
CHS,145.58,158.00,ATL,49.83,44.50,EYW
SDF,145.50,168.25,TPA,149.75,167.75,FLL
CLE,145.50,138.50,DFW,190.00,204.00,MSY
CLE,145.50,138.50,DFW,128.00,141.00,SEA
CLE,145.50,138.50,DFW,95.00,93.00,TUS
CLE,145.50,138.50,DFW,68.00,67.00,MHK
CLE,145.50,138.50,DFW,59.00,60.00,SJT
CLE,145.50,138.50,DFW,57.00,65.00,LAS
CLE,145.50,138.50,DFW,46.00,45.00,ICT
CLE,145.50,138.50,DFW,42.00,40.00,AUS
CLE,145.50,138.50,DFW,40.00,34.00,MSP
CLE,145.50,138.50,DFW,38.00,40.00,GCK
CLE,145.50,138.50,DFW,37.00,33.00,LAX
CLE,145.50,138.50,DFW,37.00,24.00,BNA
CLE,145.50,138.50,DFW,31.00,31.00,CRP
CLE,145.50,138.50,DFW,30.00,46.00,SJC
CLE,145.50,138.50,DFW,28.00,24.00,SFO
CLE,145.50,138.50,DFW,27.00,17.00,MIA
CLE,145.50,138.50,DFW,23.00,29.00,TUL
CLE,145.50,138.50,DFW,22.00,30.00,LRD
CLE,145.50,138.50,DFW,20.00,23.00,CVG
SFO,145.25,142.50,DEN,30.75,25.00,AMA
MCO,145.10,139.10,DCA,104.10,101.80,EWR
STL,145.00,193.00,MCO,167.00,142.00,PVD
STL,145.00,193.00,MCO,161.00,156.00,CVG
STL,145.00,193.00,MCO,135.67,143.00,CLT
STL,145.00,193.00,MCO,135.00,126.00,HPN
STL,145.00,193.00,MCO,110.00,133.00,PHX
STL,145.00,193.00,MCO,107.00,82.00,CLE
STL,145.00,193.00,MCO,101.00,95.00,PIT
STL,145.00,193.00,MCO,100.00,102.00,CAK
STL,145.00,193.00,MCO,94.25,109.25,LAX
STL,145.00,193.00,MCO,84.00,92.00,MEM
STL,145.00,193.00,MCO,80.00,86.00,BQN
STL,145.00,193.00,MCO,71.75,60.00,BOS
STL,145.00,193.00,MCO,70.00,44.00,BDL
STL,145.00,193.00,MCO,67.00,74.00,BHM
STL,145.00,193.00,MCO,66.50,70.00,BNA
STL,145.00,193.00,MCO,60.00,83.00,MCI
STL,145.00,193.00,MCO,57.00,66.00,MSY
STL,145.00,193.00,MCO,45.00,59.00,SLC
STL,145.00,193.00,MCO,45.00,30.50,IAD
STL,145.00,193.00,MCO,30.00,16.00,ORF
RIC,145.00,160.00,ATL,125.50,121.13,MSY
ORD,145.00,156.00,XNA,176.00,186.00,EWR
FLL,145.00,152.00,BOS,106.20,106.60,RDU
FLL,145.00,152.00,BOS,86.50,83.00,BWI
CHS,144.97,157.19,ATL,62.53,66.25,DFW
MCO,144.75,140.25,DCA,56.00,55.00,BDL
BOS,144.45,143.90,BWI,64.00,57.80,BOS
CHS,144.36,155.07,ATL,77.57,72.43,IAD
MCI,144.33,159.33,IAH,151.00,149.00,LBB
MCI,144.33,159.33,IAH,150.33,144.67,LIT
MCI,144.33,159.33,IAH,106.00,99.33,CMH
MCI,144.33,159.33,IAH,76.67,73.33,VPS
MCI,144.33,159.33,IAH,42.33,49.00,XNA
DTW,144.29,135.29,ORD,95.14,98.43,LIT
DTW,144.29,135.29,ORD,50.14,48.86,BUF
STL,144.00,167.00,PHX,87.00,91.00,SEA
STL,144.00,167.00,PHX,32.00,48.00,HNL
JFK,144.00,155.67,MIA,43.83,119.33,DEN
LAS,144.00,140.00,BOS,156.00,158.00,BUF
LAS,144.00,140.00,BOS,119.00,121.00,MCO
LAS,144.00,140.00,BOS,95.00,94.00,RSW
LAS,144.00,140.00,BOS,83.00,73.00,SJU
LAS,144.00,140.00,BOS,62.00,56.00,BWI
LAS,144.00,140.00,BOS,38.00,39.00,FLL
LAS,144.00,140.00,BOS,37.00,24.00,ORD
MCO,144.00,137.00,MSP,117.00,112.00,OMA
MCO,144.00,137.00,MSP,104.00,79.00,PHX
MCO,144.00,137.00,MSP,54.00,67.00,STL
MCO,144.00,137.00,MSP,43.00,16.00,SMF
LAS,144.00,123.00,BHM,315.00,319.00,LAS
LAS,144.00,123.00,BHM,257.00,255.00,DFW
LAS,144.00,123.00,BHM,163.00,172.00,DEN
LAS,144.00,123.00,BHM,98.00,92.50,IAH
LAS,144.00,123.00,BHM,84.00,93.50,TPA
LAS,144.00,123.00,BHM,78.00,74.00,DTW
LAS,144.00,123.00,BHM,75.50,76.50,MCO
LAS,144.00,123.00,BHM,74.50,77.00,CLT
LAS,144.00,123.00,BHM,70.00,44.00,ORD
LAS,144.00,123.00,BHM,58.50,64.50,HOU
LAS,144.00,123.00,BHM,57.00,59.00,MSY
LAS,144.00,123.00,BHM,56.00,54.00,MIA
LAS,144.00,123.00,BHM,44.67,32.67,ATL
LAS,144.00,123.00,BHM,44.00,36.00,JAX
LAS,144.00,123.00,BHM,42.50,46.50,DAL
CHS,143.92,157.38,ATL,42.08,39.92,ECP
CAK,143.71,151.57,ATL,49.29,40.29,STL
MCO,143.67,151.33,BNA,60.00,40.00,BOS
MCO,143.67,151.33,BNA,19.00,28.00,AUS
RDU,143.38,148.25,ATL,63.75,66.88,DEN
CPR,143.33,147.67,DEN,208.00,203.50,IAD
CPR,143.33,147.67,DEN,182.00,183.00,RDM
CPR,143.33,147.67,DEN,162.00,151.00,OAK
CPR,143.33,147.67,DEN,144.00,169.00,GRR
CPR,143.33,147.67,DEN,108.00,123.00,MEM
CPR,143.33,147.67,DEN,87.00,69.00,MIA
CPR,143.33,147.67,DEN,85.00,71.00,HOU
CPR,143.33,147.67,DEN,74.00,100.00,IND
CPR,143.33,147.67,DEN,65.00,73.00,FCA
CPR,143.33,147.67,DEN,58.00,40.00,AZA
CPR,143.33,147.67,DEN,45.00,61.00,SGF
CPR,143.33,147.67,DEN,42.00,38.00,MSY
CPR,143.33,147.67,DEN,42.00,34.00,MAF
CPR,143.33,147.67,DEN,41.50,40.50,ONT
CPR,143.33,147.67,DEN,39.00,56.00,DAY
CPR,143.33,147.67,DEN,26.00,45.50,ORD
CPR,143.33,147.67,DEN,26.00,42.00,RKS
CPR,143.33,147.67,DEN,23.50,19.00,IAH
CPR,143.33,147.67,DEN,19.00,40.00,EUG
CPR,143.33,147.67,DEN,19.00,38.00,GUC
CHS,143.30,132.20,ORD,60.00,53.30,PHL
CHS,143.29,157.43,ATL,71.64,56.00,GSO
CHS,143.29,157.43,ATL,67.64,55.79,OAJ
MSP,143.20,155.60,ATL,55.00,34.20,EWR
MSP,143.20,155.60,ATL,27.80,38.00,MOB
CHS,143.13,132.13,ORD,31.13,32.13,CLE
CID,143.00,168.50,DEN,158.00,171.50,ABQ
CID,143.00,168.50,DEN,144.00,160.00,CPR
CID,143.00,168.50,DEN,142.00,134.00,MTJ
CID,143.00,168.50,DEN,110.00,118.00,IDA
CID,143.00,168.50,DEN,87.00,69.00,MIA
CID,143.00,168.50,DEN,85.00,71.00,HOU
CID,143.00,168.50,DEN,77.00,70.00,EWR
CID,143.00,168.50,DEN,65.00,52.00,SAT
CID,143.00,168.50,DEN,49.00,52.00,SMF
CID,143.00,168.50,DEN,39.00,34.00,COS
CID,143.00,168.50,DEN,30.00,33.00,GJT
CID,143.00,168.50,DEN,28.00,16.00,LIT
CID,143.00,168.50,DEN,26.00,42.00,RKS
CID,143.00,168.50,DEN,25.00,50.00,RAP
CID,143.00,168.50,DEN,22.00,20.00,IAH
CID,143.00,168.50,DEN,21.00,19.00,TUS
HOU,143.00,162.00,DEN,186.00,183.00,GEG
HOU,143.00,162.00,DEN,182.00,183.00,RDM
HOU,143.00,162.00,DEN,173.00,162.00,RNO
HOU,143.00,162.00,DEN,171.00,176.00,MDW
HOU,143.00,162.00,DEN,162.00,151.00,OAK
HOU,143.00,162.00,DEN,158.00,171.50,ABQ
HOU,143.00,162.00,DEN,158.00,170.00,MKE
HOU,143.00,162.00,DEN,158.00,158.00,OMA
HOU,143.00,162.00,DEN,156.00,160.50,MCI
HOU,143.00,162.00,DEN,151.00,170.00,PDX
HOU,143.00,162.00,DEN,144.00,160.00,CPR
HOU,143.00,162.00,DEN,120.50,113.00,SLC
HOU,143.00,162.00,DEN,114.00,121.00,STL
HOU,143.00,162.00,DEN,110.00,118.00,IDA
HOU,143.00,162.00,DEN,108.00,123.00,MEM
HOU,143.00,162.00,DEN,94.00,83.50,SAN
HOU,143.00,162.00,DEN,85.00,71.00,HOU
HOU,143.00,162.00,DEN,79.00,82.50,OKC
HOU,143.00,162.00,DEN,78.50,98.50,SEA
HOU,143.00,162.00,DEN,73.00,64.00,LAS
HOU,143.00,162.00,DEN,70.50,60.00,AUS
HOU,143.00,162.00,DEN,69.33,69.00,PHX
HOU,143.00,162.00,DEN,67.00,85.00,MSN
HOU,143.00,162.00,DEN,65.00,64.00,LAX
HOU,143.00,162.00,DEN,65.00,52.00,SAT
HOU,143.00,162.00,DEN,64.33,72.00,BOI
HOU,143.00,162.00,DEN,58.00,61.00,ONT
HOU,143.00,162.00,DEN,58.00,40.00,AZA
HOU,143.00,162.00,DEN,49.00,52.00,SMF
HOU,143.00,162.00,DEN,49.00,50.00,ATL
HOU,143.00,162.00,DEN,46.00,46.50,MSP
HOU,143.00,162.00,DEN,45.00,61.00,SGF
HOU,143.00,162.00,DEN,43.00,61.00,BFL
HOU,143.00,162.00,DEN,42.00,38.00,MSY
HOU,143.00,162.00,DEN,42.00,34.00,MAF
HOU,143.00,162.00,DEN,37.00,52.00,LNK
HOU,143.00,162.00,DEN,36.00,30.00,SJC
HOU,143.00,162.00,DEN,33.00,57.00,ISN
HOU,143.00,162.00,DEN,33.00,47.00,BUR
HOU,143.00,162.00,DEN,32.00,75.00,CID
HOU,143.00,162.00,DEN,31.50,45.50,ASE
HOU,143.00,162.00,DEN,31.00,21.00,PHL
HOU,143.00,162.00,DEN,30.00,44.00,ORD
HOU,143.00,162.00,DEN,30.00,33.00,GJT
HOU,143.00,162.00,DEN,28.00,16.00,LIT
HOU,143.00,162.00,DEN,26.00,42.00,RKS
HOU,143.00,162.00,DEN,25.00,50.00,RAP
HOU,143.00,162.00,DEN,22.00,20.00,IAH
HOU,143.00,162.00,DEN,21.00,19.00,TUS
HOU,143.00,162.00,DEN,19.00,40.00,EUG
HOU,143.00,162.00,DEN,19.00,38.00,GUC
CAE,142.90,151.00,ATL,65.10,53.70,SJU
CHS,142.86,154.71,ATL,48.00,39.29,MSN
DEN,142.83,146.67,BUR,68.67,65.33,OAK
RIC,142.80,158.20,ATL,65.30,56.90,MCO
FLL,142.67,150.00,BOS,88.67,96.00,MCO
FLL,142.67,150.00,BOS,59.00,56.00,DCA
FLL,142.67,150.00,BOS,44.00,53.33,FLL
FLL,142.67,150.00,BOS,37.33,30.33,ORD
FLL,142.67,150.00,BOS,28.00,24.00,EWR
MCO,142.67,143.33,ORD,113.33,104.67,TUL
MCO,142.67,143.33,ORD,73.67,80.89,CLT
MCO,142.67,143.33,ORD,53.22,62.89,DFW
MOT,142.67,140.00,DEN,35.33,48.67,BIL
RDU,142.64,143.86,ATL,120.86,116.71,TPA
RDU,142.64,143.86,ATL,75.71,65.79,JAX
MCO,142.63,137.00,DCA,31.38,24.50,ORD
MCI,142.56,159.00,IAH,42.00,35.89,CVG
CHS,142.53,131.47,ORD,78.73,75.73,DTW
CHS,142.50,157.75,ATL,22.00,20.00,LFT
CHS,142.16,153.52,ATL,66.52,69.28,ICT
PHX,142.00,154.00,MIA,206.00,188.00,ORF
PHX,142.00,154.00,MIA,157.50,153.50,EYW
PHX,142.00,154.00,MIA,134.50,160.00,DTW
PHX,142.00,154.00,MIA,134.20,159.80,MCO
PHX,142.00,154.00,MIA,125.00,171.00,ATL
PHX,142.00,154.00,MIA,110.00,180.00,STL
PHX,142.00,154.00,MIA,105.25,124.00,JAX
PHX,142.00,154.00,MIA,87.33,88.67,CLT
PHX,142.00,154.00,MIA,84.00,97.00,SFO
PHX,142.00,154.00,MIA,80.00,145.00,PNS
PHX,142.00,154.00,MIA,78.50,84.50,MSY
PHX,142.00,154.00,MIA,78.00,114.00,CVG
PHX,142.00,154.00,MIA,75.00,83.20,JFK
PHX,142.00,154.00,MIA,72.00,91.67,LGA
PHX,142.00,154.00,MIA,71.20,89.60,BOS
PHX,142.00,154.00,MIA,64.00,56.00,BDL
PHX,142.00,154.00,MIA,62.67,92.33,EWR
PHX,142.00,154.00,MIA,62.00,118.50,BNA
PHX,142.00,154.00,MIA,58.00,134.00,MSP
PHX,142.00,154.00,MIA,57.00,67.33,PHL
PHX,142.00,154.00,MIA,53.00,104.50,PHX
PHX,142.00,154.00,MIA,52.33,73.33,TLH
PHX,142.00,154.00,MIA,48.00,69.50,IAH
PHX,142.00,154.00,MIA,47.00,120.67,DEN
PHX,142.00,154.00,MIA,47.00,115.00,CMH
PHX,142.00,154.00,MIA,45.50,38.50,TPA
PHX,142.00,154.00,MIA,44.50,43.00,STT
PHX,142.00,154.00,MIA,42.40,39.80,SJU
PHX,142.00,154.00,MIA,42.00,110.00,SDF
PHX,142.00,154.00,MIA,39.00,83.00,SEA
PHX,142.00,154.00,MIA,38.75,83.00,DFW
PHX,142.00,154.00,MIA,37.33,66.50,ORD
PHX,142.00,154.00,MIA,37.00,85.00,BHM
PHX,142.00,154.00,MIA,36.50,37.00,CLE
PHX,142.00,154.00,MIA,31.25,70.25,DCA
PHX,142.00,154.00,MIA,31.00,97.00,RIC
PHX,142.00,154.00,MIA,27.00,85.50,LAX
PHX,142.00,154.00,MIA,27.00,34.50,BWI
PHX,142.00,154.00,MIA,26.50,85.50,LAS
PHX,142.00,154.00,MIA,18.00,52.00,RDU
PHX,142.00,154.00,MIA,18.00,29.00,MEM
