DFW,701.00,692.00,IND,116.00,133.00,PHX
SNA,621.00,624.00,DEN,132.00,186.00,OGG
SNA,621.00,624.00,DEN,79.50,75.00,SBA
SNA,621.00,624.00,DEN,74.00,67.00,JAC
SNA,621.00,624.00,DEN,65.00,76.00,RSW
SNA,621.00,624.00,DEN,61.00,70.00,LBB
SNA,621.00,624.00,DEN,24.00,16.00,SDF
COU,615.00,663.00,DFW,644.00,636.00,IND
COU,615.00,663.00,DFW,190.00,204.00,MSY
COU,615.00,663.00,DFW,157.00,139.00,CLE
COU,615.00,663.00,DFW,128.00,141.00,SEA
COU,615.00,663.00,DFW,105.00,76.00,PHL
COU,615.00,663.00,DFW,89.00,65.00,LGA
COU,615.00,663.00,DFW,80.00,78.00,ELP
COU,615.00,663.00,DFW,78.00,66.00,BWI
COU,615.00,663.00,DFW,76.00,83.00,ABQ
COU,615.00,663.00,DFW,76.00,71.50,MCO
COU,615.00,663.00,DFW,66.50,57.75,IAH
COU,615.00,663.00,DFW,65.00,59.50,SFO
COU,615.00,663.00,DFW,65.00,55.00,AEX
COU,615.00,663.00,DFW,64.00,66.00,LFT
COU,615.00,663.00,DFW,61.00,76.00,GRK
COU,615.00,663.00,DFW,60.00,53.00,RAP
COU,615.00,663.00,DFW,59.00,68.00,COU
COU,615.00,663.00,DFW,59.00,59.50,TXK
COU,615.00,663.00,DFW,58.00,67.00,DEN
COU,615.00,663.00,DFW,57.50,60.50,TUS
COU,615.00,663.00,DFW,57.00,65.00,LAS
COU,615.00,663.00,DFW,56.50,50.00,CLL
COU,615.00,663.00,DFW,54.00,53.50,MHK
COU,615.00,663.00,DFW,53.50,48.00,OKC
COU,615.00,663.00,DFW,52.50,50.00,ABI
COU,615.00,663.00,DFW,52.00,67.50,ROW
COU,615.00,663.00,DFW,52.00,62.00,COS
COU,615.00,663.00,DFW,52.00,51.00,DAY
COU,615.00,663.00,DFW,51.00,56.50,SGF
COU,615.00,663.00,DFW,51.00,45.00,SHV
COU,615.00,663.00,DFW,50.00,72.00,OGG
COU,615.00,663.00,DFW,50.00,25.00,IAD
COU,615.00,663.00,DFW,49.20,42.60,ATL
COU,615.00,663.00,DFW,49.00,62.00,SAF
COU,615.00,663.00,DFW,48.00,48.50,LAX
COU,615.00,663.00,DFW,47.67,37.33,MSP
COU,615.00,663.00,DFW,46.00,45.00,ICT
COU,615.00,663.00,DFW,45.50,37.50,CHS
COU,615.00,663.00,DFW,44.00,60.00,EWR
COU,615.00,663.00,DFW,44.00,50.00,SAN
COU,615.00,663.00,DFW,44.00,33.00,MKE
COU,615.00,663.00,DFW,44.00,33.00,MLI
COU,615.00,663.00,DFW,44.00,17.00,DCA
COU,615.00,663.00,DFW,42.00,35.00,CLT
COU,615.00,663.00,DFW,42.00,28.00,CMH
COU,615.00,663.00,DFW,41.00,29.00,GSP
COU,615.00,663.00,DFW,40.50,42.00,SJT
COU,615.00,663.00,DFW,40.00,46.00,ASE
COU,615.00,663.00,DFW,40.00,21.00,RSW
COU,615.00,663.00,DFW,39.25,36.50,SAT
COU,615.00,663.00,DFW,39.00,36.00,TYR
COU,615.00,663.00,DFW,39.00,20.00,RDU
COU,615.00,663.00,DFW,38.33,43.67,AMA
COU,615.00,663.00,DFW,38.00,41.00,HOU
COU,615.00,663.00,DFW,38.00,40.00,GCK
COU,615.00,663.00,DFW,38.00,33.00,FSD
COU,615.00,663.00,DFW,37.00,56.00,FLL
COU,615.00,663.00,DFW,37.00,26.00,LEX
COU,615.00,663.00,DFW,37.00,24.00,BNA
COU,615.00,663.00,DFW,36.00,26.00,BHM
COU,615.00,663.00,DFW,35.50,31.00,CVG
COU,615.00,663.00,DFW,34.50,30.00,AUS
COU,615.00,663.00,DFW,34.00,26.00,PIT
COU,615.00,663.00,DFW,33.50,28.50,BTR
COU,615.00,663.00,DFW,32.00,35.00,LBB
COU,615.00,663.00,DFW,32.00,27.50,JAN
COU,615.00,663.00,DFW,31.75,37.75,PHX
COU,615.00,663.00,DFW,31.00,31.00,CRP
COU,615.00,663.00,DFW,29.67,40.67,CID
COU,615.00,663.00,DFW,29.00,34.00,SNA
COU,615.00,663.00,DFW,27.50,26.00,ACT
COU,615.00,663.00,DFW,27.00,29.00,MFE
COU,615.00,663.00,DFW,27.00,26.00,PIA
COU,615.00,663.00,DFW,27.00,17.00,MIA
COU,615.00,663.00,DFW,26.00,32.00,XNA
COU,615.00,663.00,DFW,26.00,27.00,EVV
COU,615.00,663.00,DFW,25.50,39.50,SJC
COU,615.00,663.00,DFW,24.33,31.67,SLC
COU,615.00,663.00,DFW,24.00,30.00,MCI
COU,615.00,663.00,DFW,23.00,25.00,TUL
COU,615.00,663.00,DFW,22.00,30.00,LRD
COU,615.00,663.00,DFW,21.00,115.00,TPA
COU,615.00,663.00,DFW,21.00,26.00,DSM
COU,615.00,663.00,DFW,20.00,22.00,LIT
COU,615.00,663.00,DFW,18.00,28.00,MAF
COU,615.00,663.00,DFW,18.00,22.00,GRR
COU,615.00,663.00,DFW,17.00,19.00,MOB
COU,615.00,663.00,DFW,16.00,22.00,STL
DSM,558.00,592.00,DEN,181.00,166.00,BHM
DSM,558.00,592.00,DEN,154.00,153.00,SHV
DSM,558.00,592.00,DEN,132.00,186.00,OGG
DSM,558.00,592.00,DEN,117.67,123.67,MOT
DSM,558.00,592.00,DEN,103.50,98.50,TUL
DSM,558.00,592.00,DEN,100.00,90.00,HSV
DSM,558.00,592.00,DEN,88.00,78.00,MSO
DSM,558.00,592.00,DEN,79.50,75.00,SBA
DSM,558.00,592.00,DEN,79.00,81.00,GCC
DSM,558.00,592.00,DEN,74.00,67.00,JAC
DSM,558.00,592.00,DEN,65.00,76.00,RSW
DSM,558.00,592.00,DEN,61.00,70.00,LBB
DSM,558.00,592.00,DEN,56.00,63.00,FSD
DSM,558.00,592.00,DEN,51.00,49.00,PIT
DSM,558.00,592.00,DEN,45.00,50.00,FAT
DSM,558.00,592.00,DEN,43.00,38.00,FAR
DSM,558.00,592.00,DEN,42.67,46.00,DSM
DSM,558.00,592.00,DEN,41.00,38.00,HDN
DSM,558.00,592.00,DEN,38.00,36.00,BZN
DSM,558.00,592.00,DEN,38.00,33.50,LGA
DSM,558.00,592.00,DEN,37.50,28.50,ELP
DSM,558.00,592.00,DEN,33.00,30.00,MLI
DSM,558.00,592.00,DEN,29.50,22.50,PSP
DSM,558.00,592.00,DEN,27.50,19.50,SDF
DSM,558.00,592.00,DEN,25.00,61.00,CLT
DSM,558.00,592.00,DEN,22.00,20.00,PSC
GSP,517.00,510.00,EWR,238.50,235.50,PBI
GSP,517.00,510.00,EWR,227.00,218.00,OKC
GSP,517.00,510.00,EWR,191.00,197.00,PWM
GSP,517.00,510.00,EWR,190.00,155.00,OMA
GSP,517.00,510.00,EWR,179.00,163.00,SAT
GSP,517.00,510.00,EWR,148.00,146.50,GRR
GSP,517.00,510.00,EWR,133.00,132.00,TYS
GSP,517.00,510.00,EWR,130.00,130.00,ORF
GSP,517.00,510.00,EWR,112.50,117.75,DCA
GSP,517.00,510.00,EWR,110.00,103.00,BTV
GSP,517.00,510.00,EWR,110.00,100.00,BDL
GSP,517.00,510.00,EWR,108.33,115.67,BNA
GSP,517.00,510.00,EWR,102.00,92.00,ROC
GSP,517.00,510.00,EWR,94.00,87.00,CVG
GSP,517.00,510.00,EWR,84.00,92.00,CAE
GSP,517.00,510.00,EWR,78.00,42.00,LAX
GSP,517.00,510.00,EWR,76.00,54.00,DSM
GSP,517.00,510.00,EWR,74.40,98.20,FLL
GSP,517.00,510.00,EWR,73.00,85.00,RDU
GSP,517.00,510.00,EWR,71.00,85.00,ATL
GSP,517.00,510.00,EWR,71.00,82.00,CHS
GSP,517.00,510.00,EWR,71.00,53.00,BQN
GSP,517.00,510.00,EWR,69.00,67.00,IAD
GSP,517.00,510.00,EWR,68.00,68.00,DTW
GSP,517.00,510.00,EWR,67.33,58.67,BOS
GSP,517.00,510.00,EWR,65.00,53.00,IND
GSP,517.00,510.00,EWR,59.67,58.33,MCO
GSP,517.00,510.00,EWR,53.00,39.00,DEN
GSP,517.00,510.00,EWR,51.00,38.00,ORD
GSP,517.00,510.00,EWR,49.00,31.00,DFW
GSP,517.00,510.00,EWR,46.00,39.00,TPA
GSP,517.00,510.00,EWR,45.00,34.00,MHT
GSP,517.00,510.00,EWR,43.50,36.50,STL
GSP,517.00,510.00,EWR,43.00,45.00,RIC
GSP,517.00,510.00,EWR,42.00,31.00,PVD
GSP,517.00,510.00,EWR,40.00,56.50,HOU
GSP,517.00,510.00,EWR,39.00,27.00,SJU
GSP,517.00,510.00,EWR,38.00,69.00,RSW
GSP,517.00,510.00,EWR,38.00,18.00,SAN
GSP,517.00,510.00,EWR,37.00,69.00,MIA
GSP,517.00,510.00,EWR,37.00,29.00,MDW
GSP,517.00,510.00,EWR,36.00,41.00,CLT
GSP,517.00,510.00,EWR,27.00,43.00,SDF
GSP,517.00,510.00,EWR,25.00,27.00,AUS
GSP,517.00,510.00,EWR,24.00,56.00,JAX
GSP,517.00,510.00,EWR,19.00,18.00,CLE
GSP,517.00,510.00,EWR,18.00,24.00,IAH
GSP,517.00,510.00,EWR,16.50,19.00,MSY
RSW,488.00,492.00,DEN,186.00,183.00,GEG
RSW,488.00,492.00,DEN,162.00,151.00,OAK
RSW,488.00,492.00,DEN,158.00,171.50,ABQ
RSW,488.00,492.00,DEN,156.00,160.50,MCI
RSW,488.00,492.00,DEN,151.00,170.00,PDX
RSW,488.00,492.00,DEN,144.00,160.00,CPR
RSW,488.00,492.00,DEN,142.00,134.00,MTJ
RSW,488.00,492.00,DEN,120.50,113.00,SLC
RSW,488.00,492.00,DEN,114.00,121.00,STL
RSW,488.00,492.00,DEN,110.00,118.00,IDA
RSW,488.00,492.00,DEN,99.00,96.00,IAD
RSW,488.00,492.00,DEN,87.00,69.00,MIA
RSW,488.00,492.00,DEN,85.00,71.00,HOU
RSW,488.00,492.00,DEN,83.50,92.00,BOI
RSW,488.00,492.00,DEN,78.50,98.50,SEA
RSW,488.00,492.00,DEN,77.00,70.00,EWR
RSW,488.00,492.00,DEN,73.00,64.00,LAS
RSW,488.00,492.00,DEN,71.00,75.00,OKC
RSW,488.00,492.00,DEN,70.50,60.00,AUS
RSW,488.00,492.00,DEN,69.33,69.00,PHX
RSW,488.00,492.00,DEN,69.00,58.00,SAN
RSW,488.00,492.00,DEN,67.00,85.00,MSN
RSW,488.00,492.00,DEN,65.00,64.00,LAX
RSW,488.00,492.00,DEN,65.00,52.00,SAT
RSW,488.00,492.00,DEN,60.00,57.00,MSP
RSW,488.00,492.00,DEN,58.00,61.00,ONT
RSW,488.00,492.00,DEN,58.00,40.00,AZA
RSW,488.00,492.00,DEN,50.00,57.00,MDW
RSW,488.00,492.00,DEN,49.00,52.00,SMF
RSW,488.00,492.00,DEN,45.00,61.00,SGF
RSW,488.00,492.00,DEN,42.00,38.00,MSY
RSW,488.00,492.00,DEN,42.00,34.00,MAF
RSW,488.00,492.00,DEN,39.00,34.00,COS
RSW,488.00,492.00,DEN,37.00,52.00,LNK
RSW,488.00,492.00,DEN,33.00,57.00,ISN
RSW,488.00,492.00,DEN,32.00,75.00,CID
RSW,488.00,492.00,DEN,30.00,44.00,ORD
RSW,488.00,492.00,DEN,30.00,33.00,GJT
RSW,488.00,492.00,DEN,28.00,16.00,LIT
RSW,488.00,492.00,DEN,26.00,42.00,RKS
RSW,488.00,492.00,DEN,25.00,50.00,RAP
RSW,488.00,492.00,DEN,22.00,20.00,IAH
RSW,488.00,492.00,DEN,21.00,19.00,TUS
RSW,488.00,492.00,DEN,20.00,41.00,ASE
SNA,470.00,473.50,DEN,43.50,45.50,DSM
MCO,457.00,458.00,TTN,455.00,489.00,RSW
TTN,455.00,489.00,RSW,488.00,492.00,DEN
TTN,455.00,489.00,RSW,92.33,124.67,MDW
TTN,455.00,489.00,RSW,84.00,127.50,BWI
TTN,455.00,489.00,RSW,74.00,122.00,TTN
TTN,455.00,489.00,RSW,61.00,44.00,BOS
TTN,455.00,489.00,RSW,54.00,51.00,ATL
TTN,455.00,489.00,RSW,52.00,116.00,BNA
TTN,455.00,489.00,RSW,44.00,92.00,CMH
TTN,455.00,489.00,RSW,44.00,76.00,EWR
TTN,455.00,489.00,RSW,43.00,64.00,PIT
TTN,455.00,489.00,RSW,36.00,23.00,MKE
TTN,455.00,489.00,RSW,24.00,84.00,ORD
TTN,455.00,489.00,RSW,21.00,25.00,JFK
TTN,455.00,489.00,RSW,20.00,17.00,DFW
TTN,455.00,489.00,RSW,17.00,67.00,CLT
TTN,455.00,489.00,RSW,17.00,36.00,PHL
DSM,450.60,481.60,DEN,52.20,43.60,SJC
DSM,423.75,454.00,DEN,98.00,106.75,MEM
DSM,423.75,454.00,DEN,49.25,53.75,DTW
DSM,423.75,454.00,DEN,30.75,25.00,AMA
SNA,419.67,423.33,DEN,127.33,120.33,RNO
SNA,419.67,423.33,DEN,97.33,100.00,MOT
SNA,419.67,423.33,DEN,82.00,69.83,MCO
SNA,419.67,423.33,DEN,31.00,28.67,LGA
SNA,419.67,423.33,DEN,30.67,23.00,BOS
SNA,419.67,423.33,DEN,30.67,22.67,PSP
XNA,415.00,433.00,DFW,105.00,76.00,PHL
XNA,415.00,433.00,DFW,89.00,65.00,LGA
XNA,415.00,433.00,DFW,80.00,78.00,ELP
XNA,415.00,433.00,DFW,76.00,83.00,ABQ
XNA,415.00,433.00,DFW,76.00,71.50,MCO
XNA,415.00,433.00,DFW,65.00,55.00,AEX
XNA,415.00,433.00,DFW,64.00,66.00,LFT
XNA,415.00,433.00,DFW,61.00,76.00,GRK
XNA,415.00,433.00,DFW,59.00,59.50,TXK
XNA,415.00,433.00,DFW,56.50,50.00,CLL
XNA,415.00,433.00,DFW,53.50,48.00,OKC
XNA,415.00,433.00,DFW,52.50,50.00,ABI
XNA,415.00,433.00,DFW,52.00,67.50,ROW
XNA,415.00,433.00,DFW,51.00,45.00,SHV
XNA,415.00,433.00,DFW,50.00,72.00,OGG
XNA,415.00,433.00,DFW,50.00,25.00,IAD
XNA,415.00,433.00,DFW,49.00,62.00,SAF
XNA,415.00,433.00,DFW,44.00,60.00,EWR
XNA,415.00,433.00,DFW,44.00,33.00,MLI
XNA,415.00,433.00,DFW,44.00,17.00,DCA
XNA,415.00,433.00,DFW,42.00,35.00,CLT
XNA,415.00,433.00,DFW,42.00,28.00,CMH
XNA,415.00,433.00,DFW,41.00,29.00,GSP
XNA,415.00,433.00,DFW,40.00,46.00,ASE
XNA,415.00,433.00,DFW,39.00,36.00,TYR
XNA,415.00,433.00,DFW,38.33,43.67,AMA
XNA,415.00,433.00,DFW,38.00,33.00,FSD
XNA,415.00,433.00,DFW,37.00,56.00,FLL
XNA,415.00,433.00,DFW,33.50,28.50,BTR
XNA,415.00,433.00,DFW,32.00,35.00,LBB
XNA,415.00,433.00,DFW,32.00,27.50,JAN
XNA,415.00,433.00,DFW,29.67,40.67,CID
XNA,415.00,433.00,DFW,29.00,34.00,SNA
XNA,415.00,433.00,DFW,27.00,29.00,MFE
XNA,415.00,433.00,DFW,27.00,26.00,PIA
XNA,415.00,433.00,DFW,26.00,32.00,XNA
XNA,415.00,433.00,DFW,26.00,27.00,EVV
XNA,415.00,433.00,DFW,24.00,30.00,MCI
XNA,415.00,433.00,DFW,21.00,115.00,TPA
XNA,415.00,433.00,DFW,21.00,26.00,DSM
XNA,415.00,433.00,DFW,20.00,22.00,LIT
XNA,415.00,433.00,DFW,18.00,28.00,MAF
XNA,415.00,433.00,DFW,18.00,22.00,GRR
XNA,415.00,433.00,DFW,17.00,19.00,MOB
COS,412.00,395.00,LAX,177.00,180.00,FLL
COS,412.00,395.00,LAX,164.00,167.00,SBA
COS,412.00,395.00,LAX,131.00,119.00,LIH
COS,412.00,395.00,LAX,99.50,86.50,DFW
COS,412.00,395.00,LAX,92.00,71.00,MSY
COS,412.00,395.00,LAX,76.00,51.00,MIA
COS,412.00,395.00,LAX,72.50,68.50,OGG
COS,412.00,395.00,LAX,70.00,34.00,BNA
COS,412.00,395.00,LAX,64.00,35.00,ATL
COS,412.00,395.00,LAX,50.00,62.00,STL
COS,412.00,395.00,LAX,47.00,39.00,SBP
COS,412.00,395.00,LAX,44.00,61.00,HNL
COS,412.00,395.00,LAX,44.00,42.00,CLD
COS,412.00,395.00,LAX,43.00,32.00,SLC
COS,412.00,395.00,LAX,36.00,16.00,HOU
COS,412.00,395.00,LAX,34.00,29.00,ORD
COS,412.00,395.00,LAX,33.00,23.00,SMX
COS,412.00,395.00,LAX,32.50,33.00,SAN
COS,412.00,395.00,LAX,32.00,25.00,EWR
COS,412.00,395.00,LAX,32.00,16.00,AUS
COS,412.00,395.00,LAX,31.00,27.00,BOS
COS,412.00,395.00,LAX,27.50,24.50,MDW
COS,412.00,395.00,LAX,27.00,24.00,ELP
COS,412.00,395.00,LAX,23.00,16.00,MCI
COS,412.00,395.00,LAX,19.00,45.00,JFK
DSM,408.14,435.43,DEN,48.14,46.86,ATL
SNA,401.36,405.09,DEN,72.27,63.55,SLC
SJT,400.00,416.00,DFW,644.00,636.00,IND
SJT,400.00,416.00,DFW,190.00,204.00,MSY
SJT,400.00,416.00,DFW,157.00,139.00,CLE
SJT,400.00,416.00,DFW,128.00,141.00,SEA
SJT,400.00,416.00,DFW,95.00,93.00,TUS
SJT,400.00,416.00,DFW,89.00,65.00,LGA
SJT,400.00,416.00,DFW,78.00,66.00,BWI
SJT,400.00,416.00,DFW,69.33,62.00,IAH
SJT,400.00,416.00,DFW,68.00,67.00,MHK
SJT,400.00,416.00,DFW,67.00,64.00,TXK
SJT,400.00,416.00,DFW,65.00,59.50,SFO
SJT,400.00,416.00,DFW,64.00,66.00,LFT
SJT,400.00,416.00,DFW,60.00,53.00,RAP
SJT,400.00,416.00,DFW,59.00,68.00,COU
SJT,400.00,416.00,DFW,58.00,67.00,DEN
SJT,400.00,416.00,DFW,57.00,65.00,LAS
SJT,400.00,416.00,DFW,56.50,50.00,CLL
SJT,400.00,416.00,DFW,52.00,62.00,COS
SJT,400.00,416.00,DFW,52.00,51.00,DAY
SJT,400.00,416.00,DFW,51.00,45.00,SHV
SJT,400.00,416.00,DFW,50.00,25.00,IAD
SJT,400.00,416.00,DFW,48.50,44.75,ATL
SJT,400.00,416.00,DFW,48.00,72.00,ROW
SJT,400.00,416.00,DFW,46.00,45.00,ICT
SJT,400.00,416.00,DFW,45.50,37.50,CHS
SJT,400.00,416.00,DFW,44.00,60.00,EWR
SJT,400.00,416.00,DFW,44.00,42.00,HOU
SJT,400.00,416.00,DFW,44.00,33.00,MKE
SJT,400.00,416.00,DFW,44.00,17.00,DCA
SJT,400.00,416.00,DFW,43.00,52.50,SAN
SJT,400.00,416.00,DFW,40.50,42.00,SJT
SJT,400.00,416.00,DFW,40.00,46.00,ASE
SJT,400.00,416.00,DFW,40.00,21.00,RSW
SJT,400.00,416.00,DFW,39.00,36.00,TYR
SJT,400.00,416.00,DFW,39.00,20.00,RDU
SJT,400.00,416.00,DFW,38.00,40.00,GCK
SJT,400.00,416.00,DFW,38.00,33.00,FSD
SJT,400.00,416.00,DFW,37.00,56.00,FLL
SJT,400.00,416.00,DFW,37.00,36.00,ABI
SJT,400.00,416.00,DFW,37.00,26.00,LEX
SJT,400.00,416.00,DFW,37.00,24.00,BNA
SJT,400.00,416.00,DFW,36.67,33.33,SAT
SJT,400.00,416.00,DFW,36.00,46.00,CID
SJT,400.00,416.00,DFW,36.00,40.67,PHX
SJT,400.00,416.00,DFW,36.00,32.00,BTR
SJT,400.00,416.00,DFW,36.00,26.00,BHM
SJT,400.00,416.00,DFW,34.50,30.00,AUS
SJT,400.00,416.00,DFW,34.00,26.00,PIT
SJT,400.00,416.00,DFW,33.00,25.00,MSP
SJT,400.00,416.00,DFW,31.00,31.00,CRP
SJT,400.00,416.00,DFW,30.00,46.00,SJC
SJT,400.00,416.00,DFW,30.00,41.00,SGF
SJT,400.00,416.00,DFW,30.00,25.00,OKC
SJT,400.00,416.00,DFW,29.50,32.50,AMA
SJT,400.00,416.00,DFW,29.00,34.00,SNA
SJT,400.00,416.00,DFW,29.00,25.00,MCI
SJT,400.00,416.00,DFW,27.67,27.33,LAX
SJT,400.00,416.00,DFW,27.50,26.00,ACT
SJT,400.00,416.00,DFW,27.00,17.00,MIA
SJT,400.00,416.00,DFW,26.00,32.00,XNA
SJT,400.00,416.00,DFW,26.00,27.00,EVV
SJT,400.00,416.00,DFW,26.00,22.00,JAN
SJT,400.00,416.00,DFW,23.00,25.00,TUL
SJT,400.00,416.00,DFW,22.00,30.00,LRD
SJT,400.00,416.00,DFW,21.00,32.50,SLC
SJT,400.00,416.00,DFW,20.00,23.00,CVG
SJT,400.00,416.00,DFW,18.00,22.00,GRR
SJT,400.00,416.00,DFW,17.00,19.00,MOB
SJT,400.00,416.00,DFW,16.00,22.00,STL
DSM,399.40,427.20,DEN,75.80,82.70,PDX
SNA,394.50,398.25,DEN,69.38,74.88,PDX
MCO,392.00,383.00,GRR,368.00,385.00,BWI
MCO,392.00,383.00,GRR,112.00,105.00,IAH
TYR,384.00,395.00,DFW,105.00,76.00,PHL
TYR,384.00,395.00,DFW,89.00,65.00,LGA
TYR,384.00,395.00,DFW,80.00,78.00,ELP
TYR,384.00,395.00,DFW,76.00,83.00,ABQ
TYR,384.00,395.00,DFW,76.00,71.50,MCO
TYR,384.00,395.00,DFW,65.00,55.00,AEX
TYR,384.00,395.00,DFW,64.00,66.00,LFT
TYR,384.00,395.00,DFW,61.00,76.00,GRK
TYR,384.00,395.00,DFW,59.00,59.50,TXK
TYR,384.00,395.00,DFW,56.50,50.00,CLL
TYR,384.00,395.00,DFW,53.50,48.00,OKC
TYR,384.00,395.00,DFW,53.00,36.00,CMH
TYR,384.00,395.00,DFW,52.50,50.00,ABI
TYR,384.00,395.00,DFW,52.00,67.50,ROW
TYR,384.00,395.00,DFW,51.00,45.00,SHV
TYR,384.00,395.00,DFW,50.00,72.00,OGG
TYR,384.00,395.00,DFW,50.00,41.00,RIC
TYR,384.00,395.00,DFW,50.00,25.00,IAD
TYR,384.00,395.00,DFW,49.00,62.00,SAF
TYR,384.00,395.00,DFW,44.00,60.00,EWR
TYR,384.00,395.00,DFW,44.00,33.00,MLI
TYR,384.00,395.00,DFW,44.00,17.00,DCA
TYR,384.00,395.00,DFW,42.00,35.00,CLT
TYR,384.00,395.00,DFW,41.00,29.00,GSP
TYR,384.00,395.00,DFW,40.00,46.00,ASE
TYR,384.00,395.00,DFW,39.00,36.00,TYR
TYR,384.00,395.00,DFW,38.33,43.67,AMA
TYR,384.00,395.00,DFW,38.00,33.00,FSD
TYR,384.00,395.00,DFW,37.00,56.00,FLL
TYR,384.00,395.00,DFW,33.50,28.50,BTR
TYR,384.00,395.00,DFW,32.00,35.00,LBB
TYR,384.00,395.00,DFW,32.00,27.50,JAN
TYR,384.00,395.00,DFW,29.67,40.67,CID
TYR,384.00,395.00,DFW,29.00,34.00,SNA
TYR,384.00,395.00,DFW,27.50,67.00,TPA
TYR,384.00,395.00,DFW,27.00,29.00,MFE
TYR,384.00,395.00,DFW,27.00,26.00,PIA
TYR,384.00,395.00,DFW,26.00,32.00,XNA
TYR,384.00,395.00,DFW,26.00,27.00,EVV
TYR,384.00,395.00,DFW,24.00,30.00,MCI
TYR,384.00,395.00,DFW,21.00,26.00,DSM
TYR,384.00,395.00,DFW,20.00,22.00,LIT
TYR,384.00,395.00,DFW,18.00,28.00,MAF
TYR,384.00,395.00,DFW,18.00,22.00,GRR
TYR,384.00,395.00,DFW,17.00,19.00,MOB
DSM,383.17,409.33,DEN,139.17,153.50,CPR
SNA,379.40,383.20,DEN,87.00,88.20,MDW
SNA,379.40,383.20,DEN,78.40,69.60,SFO
SNA,379.40,383.20,DEN,67.20,57.80,SJC
SNA,379.40,383.20,DEN,57.20,59.20,DTW
SNA,379.40,383.20,DEN,49.70,58.90,ASE
DSM,379.00,408.00,DEN,96.67,109.33,BFL
DSM,379.00,408.00,DEN,92.67,110.33,IND
DSM,379.00,408.00,DEN,82.00,69.83,MCO
DSM,379.00,408.00,DEN,75.17,65.50,SFO
DSM,379.00,408.00,DEN,58.33,52.00,BWI
DSM,379.00,408.00,DEN,39.33,46.67,GTF
DSM,379.00,408.00,DEN,35.33,48.67,BIL
DSM,379.00,408.00,DEN,32.33,27.67,SNA
DSM,379.00,408.00,DEN,30.67,23.00,BOS
FLL,372.00,441.00,HOU,438.00,430.00,TUL
FLL,372.00,441.00,HOU,186.00,194.00,ABQ
FLL,372.00,441.00,HOU,124.00,129.00,LAX
FLL,372.00,441.00,HOU,106.00,66.00,EWR
FLL,372.00,441.00,HOU,104.00,95.00,JAN
FLL,372.00,441.00,HOU,90.00,107.50,DEN
FLL,372.00,441.00,HOU,90.00,101.00,PHX
FLL,372.00,441.00,HOU,85.00,92.00,SAN
FLL,372.00,441.00,HOU,80.00,76.00,BHM
FLL,372.00,441.00,HOU,78.00,79.00,OAK
FLL,372.00,441.00,HOU,63.00,65.00,MCI
FLL,372.00,441.00,HOU,51.00,36.00,BNA
FLL,372.00,441.00,HOU,50.00,51.00,MAF
FLL,372.00,441.00,HOU,48.00,35.50,ATL
FLL,372.00,441.00,HOU,47.00,45.00,DAL
FLL,372.00,441.00,HOU,46.50,37.50,SAT
FLL,372.00,441.00,HOU,42.00,39.00,FLL
FLL,372.00,441.00,HOU,39.00,34.00,OKC
FLL,372.00,441.00,HOU,38.00,39.00,CRP
FLL,372.00,441.00,HOU,34.00,36.00,MSY
FLL,372.00,441.00,HOU,26.00,27.00,DFW
FLL,372.00,441.00,HOU,21.00,23.00,LAS
FLL,372.00,441.00,HOU,21.00,20.00,HRL
MSN,371.00,378.00,ORD,183.00,205.00,CHS
MSN,371.00,378.00,ORD,164.00,163.00,SDF
MSN,371.00,378.00,ORD,150.00,151.50,SBN
MSN,371.00,378.00,ORD,149.00,149.00,ABE
MSN,371.00,378.00,ORD,130.50,99.00,SEA
MSN,371.00,378.00,ORD,122.00,113.00,GRR
MSN,371.00,378.00,ORD,116.50,116.50,IND
MSN,371.00,378.00,ORD,112.00,119.00,XNA
MSN,371.00,378.00,ORD,109.00,103.00,BTV
MSN,371.00,378.00,ORD,106.00,98.00,TUL
MSN,371.00,378.00,ORD,106.00,92.00,ASE
MSN,371.00,378.00,ORD,103.00,92.50,ICT
MSN,371.00,378.00,ORD,102.00,87.00,MLI
MSN,371.00,378.00,ORD,100.67,106.67,PIT
MSN,371.00,378.00,ORD,99.00,100.00,LIT
MSN,371.00,378.00,ORD,90.00,86.00,ATW
MSN,371.00,378.00,ORD,88.00,78.00,LGA
MSN,371.00,378.00,ORD,87.00,58.00,LAS
MSN,371.00,378.00,ORD,82.00,50.00,BZN
MSN,371.00,378.00,ORD,81.00,70.50,LAX
MSN,371.00,378.00,ORD,79.67,88.00,MEM
MSN,371.00,378.00,ORD,79.50,74.83,DTW
MSN,371.00,378.00,ORD,78.00,76.00,ROC
MSN,371.00,378.00,ORD,77.00,85.50,CLT
MSN,371.00,378.00,ORD,75.00,46.00,SFO
MSN,371.00,378.00,ORD,70.50,60.50,CWA
MSN,371.00,378.00,ORD,69.67,57.33,DSM
MSN,371.00,378.00,ORD,68.00,64.00,LNK
MSN,371.00,378.00,ORD,65.50,49.00,PHX
MSN,371.00,378.00,ORD,65.00,65.33,CMH
MSN,371.00,378.00,ORD,63.50,69.50,CID
MSN,371.00,378.00,ORD,63.50,65.50,AVL
MSN,371.00,378.00,ORD,63.00,46.00,PSP
MSN,371.00,378.00,ORD,62.50,57.50,MCI
MSN,371.00,378.00,ORD,60.25,53.00,PHL
MSN,371.00,378.00,ORD,59.00,68.00,MHT
