Weekday,0,-0.95,-54.90,53.01
Weekday,1,-1.18,-45.78,43.42
Weekday,2,-1.17,-40.78,38.43
Weekday,3,5.98,-80.70,92.66
Weekday,4,-0.71,-39.03,37.62
Weekday,5,-2.13,-63.25,58.99
Weekday,6,-1.15,-55.76,53.46
Weekday,7,-0.10,-55.20,55.01
Weekday,8,0.97,-54.09,56.03
Weekday,9,1.82,-55.01,58.65
Weekday,10,2.43,-54.49,59.35
Weekday,11,2.84,-54.52,60.19
Weekday,12,4.10,-61.06,69.26
Weekday,13,5.54,-61.47,72.55
Weekday,14,6.52,-64.24,77.28
Weekday,15,7.49,-63.87,78.86
Weekday,16,8.34,-67.86,84.54
Weekday,17,9.15,-71.07,89.38
Weekday,18,9.61,-70.39,89.61
Weekday,19,9.68,-69.45,88.81
Weekday,20,8.95,-64.14,82.04
Weekday,21,7.33,-61.33,75.99
Weekday,22,3.73,-56.08,63.55
Weekday,23,1.29,-58.72,61.29
Weekend,0,0.01,-49.38,49.39
Weekend,1,4.02,-54.13,62.16
Weekend,2,-1.91,-35.19,31.38
Weekend,3,2.76,-69.33,74.85
Weekend,4,8.17,-57.20,73.53
Weekend,5,-2.16,-59.89,55.58
Weekend,6,-1.20,-66.64,64.24
Weekend,7,-1.17,-58.97,56.63
Weekend,8,0.32,-65.60,66.25
Weekend,9,1.61,-62.11,65.33
Weekend,10,2.02,-57.40,61.44
Weekend,11,3.04,-61.66,67.75
Weekend,12,3.17,-59.85,66.19
Weekend,13,4.34,-62.60,71.28
Weekend,14,4.63,-60.54,69.80
Weekend,15,5.55,-62.21,73.30
Weekend,16,5.45,-65.06,75.97
Weekend,17,5.51,-66.63,77.65
Weekend,18,5.80,-68.60,80.21
Weekend,19,6.40,-61.70,74.50
Weekend,20,5.76,-59.80,71.32
Weekend,21,5.64,-63.75,75.04
Weekend,22,1.58,-50.02,53.17
Weekend,23,-0.05,-48.05,47.96
