LAR,-11.66,26.83
ESC,-8.29,16.14
IMT,-6.54,29.11
BLI,-6.33,23.61
AZA,-5.83,16.11
DRT,-4.82,31.84
PLN,-3.91,24.70
LCH,-3.20,26.72
HDN,-3.07,22.42
DLG,-2.76,9.49
LWS,-2.66,16.08
FLG,-2.64,21.55
GTF,-1.30,20.00
SHD,-1.29,9.67
ORH,-1.27,32.47
PMD,-1.05,31.74
CPR,-0.55,27.73
PUB,0.00,
ILE,0.06,14.08
BPT,0.19,20.83
PIH,0.28,15.85
SJT,0.51,20.16
ITO,0.55,15.99
PHX,0.57,27.23
SUN,0.60,13.14
EKO,0.65,13.67
SLC,0.66,27.94
RKS,0.67,22.66
FCA,0.82,22.35
BZN,0.96,23.96
TWF,1.00,20.80
BRD,1.04,23.08
MSO,1.07,22.29
SCE,1.10,28.99
GUC,1.13,25.57
LMT,1.27,31.74
IAH,1.29,33.65
ELM,1.32,29.68
GCC,1.32,34.25
HIB,1.32,26.28
BJI,1.33,26.94
CDC,1.49,20.52
ERI,1.73,20.40
TUS,1.77,25.50
RHI,1.84,19.48
EGE,1.84,32.50
IDA,1.88,23.17
MEM,1.99,35.31
ADQ,2.04,17.43
DTW,2.05,40.14
CVG,2.10,31.31
HLN,2.12,22.61
OXR,2.18,22.98
HOU,2.20,23.88
CLT,2.21,27.54
BIL,2.23,22.63
STL,2.25,28.15
INL,2.28,42.75
LGB,2.30,28.53
LRD,2.36,26.67
FSM,2.38,21.18
MMH,2.39,33.85
RAP,2.40,27.07
ABQ,2.40,24.10
YUM,2.43,23.93
PDX,2.45,28.67
LAS,2.55,27.33
SNA,2.57,23.79
SAT,2.57,26.74
CLL,2.61,24.45
BTM,2.68,28.35
ELP,2.68,23.80
JLN,2.95,21.18
LFT,2.96,30.72
LAX,2.97,30.89
GFK,2.98,28.09
LIH,3.03,23.08
OAK,3.03,22.68
PIT,3.06,28.70
GEG,3.10,24.24
AUS,3.15,28.81
DBQ,3.15,19.93
SAN,3.16,26.50
BUR,3.16,21.91
ONT,3.17,24.40
DCA,3.20,27.43
DFW,3.23,38.08
RNO,3.30,23.62
ABR,3.34,25.60
DLH,3.41,28.84
SMX,3.43,18.40
SJC,3.46,25.41
MSY,3.47,27.86
OGG,3.52,27.44
MDW,3.55,29.02
BWI,3.58,28.86
DAL,3.59,22.86
TXK,3.59,23.20
PSE,3.59,27.73
MRY,3.64,24.46
EAU,3.68,25.76
BET,3.72,24.23
SMF,3.75,25.74
RST,3.75,24.76
JAN,3.77,27.30
BIS,3.79,26.26
ISP,3.80,29.20
BHM,3.80,26.51
GRK,3.83,31.93
CLE,3.84,32.27
BRW,3.85,26.44
SHV,3.85,28.11
GJT,3.91,27.98
MFE,3.91,30.55
EYW,3.92,30.51
LSE,3.93,23.63
KOA,3.94,32.41
DEN,3.96,33.08
SUX,3.97,28.29
CRP,3.98,22.95
RDM,4.05,32.17
PSC,4.07,32.67
ANC,4.07,30.19
BOI,4.08,28.97
RSW,4.10,33.36
MSP,4.14,41.98
MAF,4.18,23.41
HRL,4.20,23.74
MCI,4.21,29.28
BNA,4.21,29.41
PIA,4.21,26.43
IPL,4.24,17.33
SRQ,4.31,30.12
DRO,4.36,26.91
FWA,4.41,28.84
DUT,4.41,17.72
MCO,4.43,31.74
FAI,4.47,24.72
RFD,4.47,18.05
DAB,4.49,25.47
MBS,4.50,27.37
SBA,4.51,27.43
BKG,4.54,29.95
GSP,4.57,28.37
COD,4.61,28.06
FAT,4.67,31.79
TYR,4.71,25.84
COS,4.77,27.87
RDU,4.77,33.39
IAD,4.78,34.72
SEA,4.79,31.94
HNL,4.79,35.32
BOS,4.83,34.74
SGU,4.84,19.14
CMH,4.86,31.43
GST,4.88,14.59
ACT,4.94,23.14
SDF,4.98,32.05
ORF,5.03,31.25
SBP,5.03,29.69
APN,5.04,42.57
JAC,5.05,28.11
YKM,5.05,16.01
BFL,5.06,30.90
AEX,5.07,32.79
CID,5.08,27.73
BGR,5.10,30.65
ITH,5.16,29.79
TPA,5.16,31.49
ORD,5.16,39.15
OKC,5.23,29.20
AKN,5.24,14.68
MLI,5.24,30.52
