"Atlanta, GA",171
"Chicago, IL",157
"Dallas/Fort Worth, TX",150
"Minneapolis, MN",130
"Denver, CO",127
"Houston, TX",120
"Detroit, MI",119
"Salt Lake City, UT",101
"Cincinnati, OH",95
"New York, NY",95
