2001,ABE,44,39
2001,ABI,41,36
2001,ABQ,34,32
2001,ACT,42,37
2001,ACY,106,
2001,ADQ,36,31
2001,AKN,34,34
2001,ALB,37,36
2001,AMA,35,30
2001,ANC,35,33
2001,APF,36,42
2001,ATL,34,38
2001,AUS,35,34
2001,AVL,28,30
2001,AVP,38,40
2001,AZO,40,39
2001,BDL,36,34
2001,BET,47,49
2001,BFL,33,34
2001,BGM,48,41
2001,BGR,45,35
2001,BHM,35,32
2001,BIL,43,40
2001,BIS,46,38
2001,BMI,43,41
2001,BNA,35,31
2001,BOI,37,35
2001,BOS,39,42
2001,BPT,41,37
2001,BQN,29,60
2001,BRO,30,39
2001,BRW,39,40
2001,BTR,41,37
2001,BTV,44,38
2001,BUF,41,37
2001,BUR,35,31
2001,BWI,34,33
2001,BZN,36,30
2001,CAE,40,36
2001,CAK,33,33
2001,CDV,33,38
2001,CHA,38,35
2001,CHS,37,34
2001,CID,46,36
2001,CLE,40,36
2001,CLL,42,36
2001,CLT,34,33
2001,CMH,41,36
2001,CMI,43,37
2001,COS,39,38
2001,CRP,40,34
2001,CRW,51,46
2001,CVG,40,34
2001,DAB,39,36
2001,DAL,31,30
2001,DAY,41,38
2001,DBQ,46,32
2001,DCA,37,37
2001,DEN,41,36
2001,DFW,38,36
2001,DLG,56,51
2001,DLH,41,39
2001,DRO,43,28
2001,DSM,43,39
2001,DTW,38,34
2001,DUT,33,36
2001,EGE,45,35
2001,ELM,40,42
2001,ELP,35,31
2001,ERI,38,39
2001,EUG,53,42
2001,EVV,50,36
2001,EWR,40,45
2001,EYW,41,41
2001,FAI,35,35
2001,FAR,39,40
2001,FAT,36,34
2001,FAY,38,29
2001,FCA,36,35
2001,FLL,37,33
2001,FNT,32,36
2001,FSD,43,37
2001,FSM,39,33
2001,FWA,40,38
2001,GEG,35,35
2001,GFK,50,43
2001,GGG,41,40
2001,GPT,39,35
2001,GRB,41,37
2001,GRR,40,40
2001,GSO,41,39
2001,GSP,41,38
2001,GST,23,31
2001,GTF,37,32
2001,GUC,39,50
2001,HDN,44,35
2001,HLN,27,34
2001,HNL,27,28
2001,HOU,34,32
2001,HPN,36,38
2001,HRL,37,34
2001,HSV,42,36
2001,IAD,41,35
2001,IAH,38,36
2001,ICT,44,40
2001,ILE,40,36
2001,ILM,37,31
2001,IND,39,37
2001,ISP,36,32
2001,ITH,36,38
2001,ITO,24,25
2001,JAC,48,35
2001,JAN,38,34
2001,JAX,37,34
2001,JFK,39,38
2001,JNU,35,33
2001,KOA,26,26
2001,KTN,39,34
2001,LAN,36,37
2001,LAS,35,33
2001,LAW,42,39
