"Atlanta, GA",196
"Chicago, IL",179
"Dallas/Fort Worth, TX",169
"Minneapolis, MN",148
"Denver, CO",144
"Cincinnati, OH",138
"Houston, TX",135
"Detroit, MI",134
"New York, NY",126
"Salt Lake City, UT",121
