ABE,1527,2012
ABQ,2115,2064
ALB,5292,5209
ANC,520,520
ATL,16846,15725
AUS,2794,2685
BDL,7434,6844
BGR,219,789
BHM,306,467
BNA,4577,4488
BOI,961,918
BOS,11617,11818
BTV,1956,1404
BUF,7057,6925
BWI,8852,8673
CAE,635,618
CAK,2552,2395
CHS,1185,538
CID,357,351
CLE,8659,8466
CLT,8585,8564
CMH,7723,7468
COS,1684,1672
CRW,238,238
CVG,10505,10213
DAY,6768,6581
DCA,12874,13178
DEN,15174,15272
DFW,13643,13698
DSM,6473,6738
DTW,13587,14720
ELP,1150,1114
EWR,18883,18899
FAR,563,556
FLL,1429,1450
FSD,1445,1369
FWA,2676,2521
GEG,1471,1255
GRR,8288,8127
GSO,3429,3446
GUC,138,134
HDN,337,325
HNL,2618,1843
HOU,1284,1254
HPN,1727,1584
HSV,1390,1242
IAD,5869,5932
IAH,8842,8807
ICT,2627,2593
IDA,203,1
IND,7218,6949
ISP,1751,1704
JAC,,196
JAN,176,175
JAX,1401,1360
JFK,2363,2346
KOA,,2
LAS,6802,6601
LAX,13235,12238
LEX,540,546
LGA,20246,19761
LGB,1993,1855
LIT,720,715
LNK,2009,1999
MBS,2484,2455
MCI,7072,7545
MCO,4526,4484
MDT,4143,3629
MEM,6285,6451
MHT,1159,1522
MIA,4706,4673
MKE,8618,8349
MLB,,1
MSN,2601,2562
MSP,19831,19037
MSY,2278,2445
OAK,2472,2205
OGG,,516
OKC,3947,3848
OMA,6501,6567
ONT,4804,4595
ORD,1,1
ORF,2553,2499
PBI,959,967
PDX,5056,5008
PHL,10731,10497
PHX,8538,8511
PIT,12063,11967
PSP,952,920
PVD,4708,4546
PWM,1938,1452
RDU,5546,5150
RIC,2995,3008
RNO,814,1023
ROA,351,397
ROC,6799,6625
RST,2243,2132
RSW,1048,957
SAN,6322,6433
SAT,2605,2492
SAV,,650
SBA,,119
SDF,3838,3779
SEA,8309,8219
SFO,10877,10687
SGF,664,648
SJC,5011,4745
SJU,1162,1083
SLC,7498,7004
SMF,4677,3839
SNA,4002,4261
SRQ,733,875
STL,15394,15223
SUX,243,244
SYR,5994,5837
TPA,2356,2305
TUL,4011,3947
TUS,2143,2136
TYS,1544,1533
