config,seqno,query,duration
"trenzvmbig_3mo_3x",1,"q05",114.910000
"trenzvmbig_3mo_3x",2,"q01",175.049000
"trenzvmbig_3mo_3x",3,"q02",764.696000
"trenzvmbig_3mo_3x",4,"q12",143.806000
"trenzvmbig_3mo_3x",5,"q16",365.385000
"trenzvmbig_3mo_3x",6,"q11",291.022000
"trenzvmbig_3mo_3x",7,"q14",537.613000
"trenzvmbig_3mo_3x",8,"q08",956.303000
"trenzvmbig_3mo_3x",9,"q04",47.139000
"trenzvmbig_3mo_3x",10,"q18",170.224000
"trenzvmbig_3mo_3x",11,"q03",113.769000
"trenzvmbig_3mo_3x",12,"q06",163.283000
"trenzvmbig_3mo_3x",13,"q13",38.989000
"trenzvmbig_3mo_3x",14,"q15",116.589000
"trenzvmbig_3mo_3x",15,"q06",179.387000
"trenzvmbig_3mo_3x",16,"q05",122.762000
"trenzvmbig_3mo_3x",17,"q01",316.655000
"trenzvmbig_3mo_3x",18,"q14",383.086000
"trenzvmbig_3mo_3x",19,"q11",72.879000
"trenzvmbig_3mo_3x",20,"q16",348.974000
"trenzvmbig_3mo_3x",21,"q02",752.517000
"trenzvmbig_3mo_3x",22,"q13",39.040000
"trenzvmbig_3mo_3x",23,"q08",959.726000
"trenzvmbig_3mo_3x",24,"q18",150.146000
"trenzvmbig_3mo_3x",25,"q15",108.020000
"trenzvmbig_3mo_3x",26,"q12",139.314000
"trenzvmbig_3mo_3x",27,"q04",50.308000
"trenzvmbig_3mo_3x",28,"q03",111.847000
"trenzvmbig_3mo_3x",29,"q18",148.302000
"trenzvmbig_3mo_3x",30,"q03",246.650000
"trenzvmbig_3mo_3x",31,"q05",121.596000
"trenzvmbig_3mo_3x",32,"q08",1147.736000
"trenzvmbig_3mo_3x",33,"q06",146.034000
"trenzvmbig_3mo_3x",34,"q14",356.654000
"trenzvmbig_3mo_3x",35,"q16",319.836000
"trenzvmbig_3mo_3x",36,"q01",208.352000
"trenzvmbig_3mo_3x",37,"q04",48.040000
"trenzvmbig_3mo_3x",38,"q11",85.469000
"trenzvmbig_3mo_3x",39,"q12",152.092000
"trenzvmbig_3mo_3x",40,"q15",112.518000
"trenzvmbig_3mo_3x",41,"q13",39.941000
"trenzvmbig_3mo_3x",42,"q02",747.585000
