"Atlanta, GA",178
"Chicago, IL",167
"Dallas/Fort Worth, TX",152
"Denver, CO",137
"Minneapolis, MN",135
"Houston, TX",124
"Detroit, MI",122
"New York, NY",106
"Salt Lake City, UT",105
"Cincinnati, OH",96
