FAI,45.100
AVP,42.000
MOB,41.400
ABQ,41.000
BIL,40.800
MQT,39.300
ELP,38.100
CAE,36.400
EWR,36.100
MSY,35.400
ROA,34.500
LAN,34.200
ABE,33.600
CRW,33.600
CWA,33.200
SFO,32.400
SUX,32.400
ASE,32.100
LNK,31.900
OKC,31.900
ORF,31.900
BHM,31.800
RIC,31.500
BNA,31.400
HSV,31.100
MDT,31.100
TYS,31.100
COS,30.800
CAK,30.700
CMI,30.600
JAC,30.500
SMF,30.500
SBN,30.300
CLE,30.000
STT,30.000
XNA,30.000
GSO,29.900
PNS,29.900
LEX,29.700
SAT,29.700
BUF,29.600
BZN,29.600
DEN,29.500
BMI,29.400
BTV,29.400
CMH,29.400
TVC,29.400
SGF,29.200
ROC,29.000
ALB,28.900
ATW,28.900
BDL,28.900
MCI,28.900
PIA,28.900
LGA,28.800
LIT,28.800
AZO,28.700
FAR,28.600
MSN,28.600
COU,28.500
SYR,28.500
ICT,28.400
GRB,28.100
SDF,28.100
IAH,28.000
MSO,28.000
PIT,28.000
OMA,27.800
JFK,27.700
DAY,27.600
FSD,27.600
ALO,27.500
ATL,27.500
CHS,27.200
PHL,27.200
SLC,27.100
EVV,26.900
HNL,26.800
MHT,26.800
ART,26.700
MLI,26.600
TUL,26.600
IND,26.400
JAN,26.300
CHO,26.200
TUS,26.000
DTW,25.800
GRR,25.700
HPN,25.700
MHK,25.700
AUS,25.600
RAP,25.600
LAX,25.500
MCO,25.500
PVD,25.500
PWM,25.500
CVG,25.400
LAS,25.400
BOS,25.300
BWI,25.300
CLT,25.200
SAV,25.000
DSM,24.800
SJC,24.800
FLL,24.400
MSP,24.400
TPA,24.000
SAN,23.900
MEM,23.800
PDX,23.600
DFW,23.400
RNO,22.800
IAD,22.600
DCA,22.500
MTJ,22.500
OGG,22.200
JAX,22.000
RDU,21.900
STL,21.900
MIA,21.700
PSP,21.700
ANC,21.600
SEA,21.500
CID,21.400
SNA,21.400
FWA,21.300
AVL,21.000
CMX,21.000
MKE,20.000
MKG,19.800
RSW,19.700
HDN,18.700
BOI,18.600
PHX,18.600
SRQ,18.400
PAH,18.200
GSP,18.100
PBI,18.100
CHA,17.800
MBS,17.800
FCA,17.100
DLH,16.600
EAU,16.300
SPI,14.600
SJU,14.300
RST,13.800
EGE,12.500
DBQ,11.700
LAR,0.000
