Weekday,0,0.71,-62.14,63.57
Weekday,1,-2.56,-78.85,73.74
Weekday,2,5.92,-81.11,92.96
Weekday,3,15.11,-69.24,99.46
Weekday,4,3.67,-77.73,85.06
Weekday,5,-2.00,-69.02,65.02
Weekday,6,-0.91,-67.37,65.56
Weekday,7,0.58,-65.75,66.91
Weekday,8,2.34,-64.58,69.26
Weekday,9,3.49,-64.03,71.01
Weekday,10,4.62,-63.20,72.45
Weekday,11,5.64,-64.61,75.90
Weekday,12,7.07,-68.64,82.78
Weekday,13,8.44,-68.50,85.37
Weekday,14,10.31,-71.50,92.12
Weekday,15,11.14,-71.57,93.85
Weekday,16,12.17,-72.76,97.09
Weekday,17,12.86,-75.37,101.09
Weekday,18,14.34,-76.85,105.53
Weekday,19,13.86,-74.64,102.36
Weekday,20,13.73,-71.16,98.61
Weekday,21,11.49,-67.39,90.37
Weekday,22,6.38,-63.09,75.84
Weekday,23,4.63,-72.77,82.03
Weekend,0,0.11,-51.86,52.08
Weekend,1,-0.53,-62.15,61.08
Weekend,2,8.48,-82.48,99.43
Weekend,3,11.59,-71.70,94.88
Weekend,4,16.12,-97.77,130.00
Weekend,5,-1.90,-70.77,66.98
Weekend,6,-1.73,-73.03,69.58
Weekend,7,-1.26,-68.20,65.67
Weekend,8,0.19,-66.52,66.89
Weekend,9,1.46,-64.34,67.25
Weekend,10,2.28,-60.61,65.18
Weekend,11,3.40,-63.56,70.36
Weekend,12,4.91,-67.55,77.37
Weekend,13,5.93,-67.25,79.11
Weekend,14,7.10,-68.00,82.20
Weekend,15,8.20,-69.05,85.45
Weekend,16,9.12,-71.24,89.48
Weekend,17,9.62,-73.97,93.21
Weekend,18,10.90,-75.14,96.94
Weekend,19,10.62,-71.33,92.58
Weekend,20,10.40,-69.27,90.07
Weekend,21,8.66,-67.30,84.62
Weekend,22,3.60,-59.45,66.65
Weekend,23,2.62,-67.85,73.09
