"Chicago, IL",110
"Dallas/Fort Worth, TX",107
"Atlanta, GA",92
"Minneapolis, MN",76
"Houston, TX",74
"Detroit, MI",72
"Charlotte, NC",68
"St. Louis, MO",68
"Pittsburgh, PA",65
"Phoenix, AZ",63
